t,phi,alpha,theta,phi_dot,alpha_dot,theta_dot,tau,x_roll
0.5930,0.027713,0.024837,0.033856,0.0171,-0.0369,0.0257,0.00,0.000007
0.5940,0.027730,0.024799,0.033882,0.0166,-0.0378,0.0264,0.00,0.000007
0.5950,0.027746,0.024760,0.033910,0.0161,-0.0387,0.0270,0.00,0.000007
0.5960,0.027761,0.024721,0.033937,0.0156,-0.0396,0.0277,0.00,0.000007
0.5970,0.027776,0.024680,0.033965,0.0151,-0.0405,0.0283,0.00,0.000007
0.5980,0.027791,0.024639,0.033994,0.0145,-0.0414,0.0289,0.00,0.000007
0.5990,0.027805,0.024596,0.034024,0.0140,-0.0423,0.0295,0.00,0.000007
0.6000,0.027818,0.024553,0.034054,0.0135,-0.0431,0.0301,0.00,0.000007
0.6010,0.027831,0.024509,0.034085,0.0130,-0.0440,0.0306,0.00,0.000007
0.6020,0.027844,0.024465,0.034116,0.0125,-0.0448,0.0312,0.00,0.000007
0.6030,0.027856,0.024419,0.034147,0.0120,-0.0457,0.0317,0.00,0.000007
0.6040,0.027868,0.024372,0.034180,0.0115,-0.0465,0.0322,0.00,0.000007
0.6050,0.027879,0.024325,0.034212,0.0110,-0.0473,0.0327,0.00,0.000007
0.6060,0.027889,0.024277,0.034246,0.0105,-0.0481,0.0332,0.00,0.000007
0.6070,0.027899,0.024228,0.034279,0.0100,-0.0489,0.0337,0.00,0.000007
0.6080,0.027909,0.024178,0.034313,0.0095,-0.0497,0.0341,0.00,0.000007
0.6090,0.027918,0.024128,0.034348,0.0090,-0.0505,0.0346,0.00,0.000007
0.6100,0.027926,0.024076,0.034383,0.0085,-0.0513,0.0350,0.00,0.000007
0.6110,0.027934,0.024024,0.034418,0.0080,-0.0520,0.0354,0.00,0.000007
0.6120,0.027942,0.023972,0.034454,0.0075,-0.0528,0.0358,0.00,0.000007
0.6130,0.027949,0.023918,0.034490,0.0070,-0.0535,0.0362,-0.00,0.000007
0.6140,0.027955,0.023864,0.034527,0.0065,-0.0543,0.0366,-0.00,0.000007
0.6150,0.027961,0.023809,0.034564,0.0060,-0.0550,0.0369,-0.00,0.000007
0.6160,0.027967,0.023753,0.034601,0.0055,-0.0557,0.0372,-0.00,0.000007
0.6170,0.027972,0.023697,0.034639,0.0050,-0.0564,0.0376,-0.00,0.000007
0.6180,0.027976,0.023640,0.034677,0.0045,-0.0571,0.0379,-0.00,0.000007
0.6190,0.027980,0.023582,0.034715,0.0040,-0.0578,0.0382,-0.00,0.000007
0.6200,0.027984,0.023523,0.034753,0.0035,-0.0585,0.0385,-0.00,0.000007
0.6210,0.027987,0.023464,0.034792,0.0030,-0.0591,0.0387,-0.00,0.000007
0.6220,0.027990,0.023404,0.034831,0.0025,-0.0598,0.0390,-0.00,0.000007
0.6230,0.027992,0.023344,0.034870,0.0021,-0.0605,0.0392,-0.00,0.000007
0.6240,0.027993,0.023283,0.034910,0.0016,-0.0611,0.0395,-0.00,0.000007
0.6250,0.027994,0.023221,0.034949,0.0011,-0.0617,0.0397,-0.00,0.000007
0.6260,0.027995,0.023159,0.034989,0.0006,-0.0624,0.0399,-0.00,0.000007
0.6270,0.027995,0.023096,0.035029,0.0001,-0.0630,0.0401,-0.00,0.000007
0.6280,0.027995,0.023032,0.035070,-0.0004,-0.0636,0.0403,-0.00,0.000007
0.6290,0.027994,0.022968,0.035110,-0.0009,-0.0642,0.0404,-0.00,0.000007
0.6300,0.027992,0.022903,0.035151,-0.0014,-0.0648,0.0406,-0.00,0.000007
0.6310,0.027990,0.022838,0.035191,-0.0019,-0.0654,0.0407,-0.00,0.000007
0.6320,0.027988,0.022772,0.035232,-0.0024,-0.0660,0.0408,-0.00,0.000007
0.6330,0.027985,0.022705,0.035273,-0.0029,-0.0665,0.0409,-0.00,0.000007
0.6340,0.027982,0.022638,0.035314,-0.0034,-0.0671,0.0410,-0.00,0.000007
0.6350,0.027978,0.022570,0.035355,-0.0039,-0.0676,0.0411,-0.00,0.000007
0.6360,0.027973,0.022502,0.035396,-0.0044,-0.0682,0.0412,-0.00,0.000007
0.6370,0.027969,0.022434,0.035438,-0.0048,-0.0687,0.0413,-0.00,0.000007
0.6380,0.027963,0.022364,0.035479,-0.0053,-0.0693,0.0413,-0.00,0.000007
0.6390,0.027957,0.022295,0.035520,-0.0058,-0.0698,0.0413,-0.00,0.000007
0.6400,0.027951,0.022224,0.035562,-0.0063,-0.0703,0.0414,-0.00,0.000007
0.6410,0.027944,0.022153,0.035603,-0.0068,-0.0708,0.0414,-0.00,0.000007
0.6420,0.027937,0.022082,0.035644,-0.0073,-0.0713,0.0414,-0.00,0.000007
0.6430,0.027929,0.022010,0.035686,-0.0078,-0.0718,0.0414,-0.00,0.000007
0.6440,0.027921,0.021938,0.035727,-0.0083,-0.0723,0.0413,-0.00,0.000007
0.6450,0.027912,0.021865,0.035768,-0.0087,-0.0727,0.0413,-0.00,0.000007
0.6460,0.027903,0.021792,0.035810,-0.0092,-0.0732,0.0413,-0.00,0.000007
0.6470,0.027893,0.021718,0.035851,-0.0097,-0.0737,0.0412,-0.00,0.000007
0.6480,0.027883,0.021644,0.035892,-0.0102,-0.0741,0.0411,-0.00,0.000007
0.6490,0.027872,0.021570,0.035933,-0.0107,-0.0746,0.0410,-0.00,0.000007
0.6500,0.027861,0.021495,0.035974,-0.0112,-0.0750,0.0410,-0.00,0.000007
0.6510,0.027850,0.021419,0.036015,-0.0117,-0.0754,0.0408,-0.00,0.000007
0.6520,0.027837,0.021343,0.036056,-0.0121,-0.0759,0.0407,-0.00,0.000007
0.6530,0.027825,0.021267,0.036096,-0.0126,-0.0763,0.0406,-0.00,0.000007
0.6540,0.027812,0.021191,0.036137,-0.0131,-0.0767,0.0405,-0.00,0.000007
0.6550,0.027798,0.021113,0.036177,-0.0136,-0.0771,0.0403,-0.00,0.000007
0.6560,0.027784,0.021036,0.036217,-0.0141,-0.0775,0.0401,-0.00,0.000007
0.6570,0.027770,0.020958,0.036257,-0.0145,-0.0779,0.0400,-0.00,0.000007
0.6580,0.027755,0.020880,0.036297,-0.0150,-0.0782,0.0398,-0.00,0.000007
0.6590,0.027739,0.020801,0.036336,-0.0155,-0.0786,0.0396,-0.00,0.000007
0.6600,0.027723,0.020722,0.036376,-0.0160,-0.0790,0.0394,-0.00,0.000007
0.6610,0.027707,0.020643,0.036415,-0.0165,-0.0793,0.0392,-0.00,0.000007
0.6620,0.027690,0.020563,0.036454,-0.0169,-0.0797,0.0389,-0.00,0.000007
0.6630,0.027672,0.020483,0.036493,-0.0174,-0.0800,0.0387,-0.00,0.000007
0.6640,0.027654,0.020403,0.036531,-0.0179,-0.0804,0.0385,-0.00,0.000007
0.6650,0.027636,0.020322,0.036569,-0.0184,-0.0807,0.0382,-0.00,0.000007
0.6660,0.027617,0.020241,0.036607,-0.0188,-0.0810,0.0379,-0.00,0.000007
0.6670,0.027598,0.020160,0.036645,-0.0193,-0.0814,0.0376,-0.00,0.000007
0.6680,0.027578,0.020078,0.036682,-0.0198,-0.0817,0.0374,-0.00,0.000007
0.6690,0.027558,0.019996,0.036719,-0.0203,-0.0820,0.0371,-0.00,0.000007
0.6700,0.027537,0.019914,0.036756,-0.0207,-0.0823,0.0367,-0.00,0.000007
0.6710,0.027516,0.019831,0.036792,-0.0212,-0.0826,0.0364,-0.00,0.000007
0.6720,0.027494,0.019748,0.036829,-0.0217,-0.0829,0.0361,-0.00,0.000007
0.6730,0.027472,0.019665,0.036864,-0.0222,-0.0831,0.0358,-0.00,0.000007
0.6740,0.027449,0.019582,0.036900,-0.0226,-0.0834,0.0354,-0.00,0.000007
0.6750,0.027426,0.019498,0.036935,-0.0231,-0.0837,0.0351,-0.00,0.000007
0.6760,0.027403,0.019414,0.036969,-0.0236,-0.0839,0.0347,-0.00,0.000007
0.6770,0.027379,0.019330,0.037004,-0.0240,-0.0842,0.0343,-0.00,0.000007
0.6780,0.027354,0.019246,0.037038,-0.0245,-0.0844,0.0339,-0.00,0.000007
0.6790,0.027329,0.019161,0.037071,-0.0250,-0.0847,0.0335,-0.00,0.000007
0.6800,0.027304,0.019076,0.037104,-0.0254,-0.0849,0.0331,-0.00,0.000007
0.6810,0.027278,0.018991,0.037137,-0.0259,-0.0852,0.0327,-0.00,0.000007
0.6820,0.027252,0.018905,0.037169,-0.0264,-0.0854,0.0323,-0.00,0.000007
0.6830,0.027225,0.018820,0.037201,-0.0268,-0.0856,0.0318,-0.00,0.000007
0.6840,0.027197,0.018734,0.037233,-0.0273,-0.0858,0.0314,-0.00,0.000007
0.6850,0.027170,0.018648,0.037264,-0.0278,-0.0860,0.0310,-0.00,0.000007
0.6860,0.027141,0.018562,0.037294,-0.0282,-0.0862,0.0305,-0.00,0.000007
0.6870,0.027113,0.018475,0.037324,-0.0287,-0.0864,0.0300,-0.00,0.000007
0.6880,0.027084,0.018389,0.037354,-0.0291,-0.0866,0.0295,-0.00,0.000007
0.6890,0.027054,0.018302,0.037383,-0.0296,-0.0868,0.0291,-0.00,0.000007
0.6900,0.027024,0.018215,0.037411,-0.0301,-0.0870,0.0286,-0.00,0.000007
0.6910,0.026993,0.018128,0.037439,-0.0305,-0.0871,0.0281,-0.00,0.000007
0.6920,0.026962,0.018041,0.037467,-0.0310,-0.0873,0.0276,-0.01,0.000007
0.6930,0.026931,0.017953,0.037494,-0.0314,-0.0875,0.0270,-0.01,0.000007
0.6940,0.026899,0.017866,0.037520,-0.0319,-0.0876,0.0265,-0.01,0.000007
0.6950,0.026867,0.017778,0.037546,-0.0324,-0.0878,0.0260,-0.01,0.000007
0.6960,0.026834,0.017690,0.037572,-0.0328,-0.0879,0.0254,-0.01,0.000007
0.6970,0.026801,0.017602,0.037597,-0.0333,-0.0881,0.0249,-0.01,0.000007
0.6980,0.026767,0.017514,0.037621,-0.0337,-0.0882,0.0243,-0.01,0.000007
0.6990,0.026733,0.017425,0.037645,-0.0342,-0.0883,0.0238,-0.01,0.000007
0.7000,0.026698,0.017337,0.037668,-0.0346,-0.0885,0.0232,-0.01,0.000007
0.7010,0.026663,0.017248,0.037691,-0.0351,-0.0886,0.0226,-0.01,0.000007
0.7020,0.026627,0.017159,0.037713,-0.0355,-0.0887,0.0220,-0.01,0.000007
0.7030,0.026591,0.017071,0.037734,-0.0360,-0.0888,0.0214,-0.01,0.000007
0.7040,0.026555,0.016982,0.037755,-0.0364,-0.0889,0.0208,-0.01,0.000007
0.7050,0.026518,0.016893,0.037775,-0.0369,-0.0890,0.0202,-0.01,0.000007
0.7060,0.026481,0.016804,0.037795,-0.0373,-0.0891,0.0196,-0.01,0.000007
0.7070,0.026443,0.016714,0.037813,-0.0378,-0.0892,0.0189,-0.01,0.000007
0.7080,0.026405,0.016625,0.037832,-0.0382,-0.0893,0.0183,-0.01,0.000007
0.7090,0.026366,0.016536,0.037849,-0.0387,-0.0894,0.0177,-0.01,0.000007
0.7100,0.026327,0.016446,0.037866,-0.0391,-0.0895,0.0170,-0.01,0.000007
0.7110,0.026287,0.016357,0.037883,-0.0396,-0.0895,0.0164,-0.01,0.000007
0.7120,0.026247,0.016267,0.037899,-0.0400,-0.0896,0.0157,-0.01,0.000007
0.7130,0.026207,0.016177,0.037914,-0.0405,-0.0897,0.0150,-0.01,0.000007
0.7140,0.026166,0.016088,0.037928,-0.0409,-0.0897,0.0144,-0.01,0.000007
0.7150,0.026125,0.015998,0.037942,-0.0413,-0.0898,0.0137,-0.01,0.000007
0.7160,0.026083,0.015908,0.037955,-0.0418,-0.0898,0.0130,-0.01,0.000007
0.7170,0.026041,0.015818,0.037967,-0.0422,-0.0899,0.0123,-0.01,0.000007
0.7180,0.025998,0.015728,0.037979,-0.0427,-0.0899,0.0116,-0.01,0.000007
0.7190,0.025955,0.015638,0.037989,-0.0431,-0.0899,0.0109,-0.01,0.000007
0.7200,0.025911,0.015548,0.038000,-0.0435,-0.0900,0.0102,-0.01,0.000007
0.7210,0.025867,0.015458,0.038009,-0.0440,-0.0900,0.0095,-0.01,0.000007
0.7220,0.025823,0.015368,0.038018,-0.0444,-0.0900,0.0087,-0.01,0.000007
0.7230,0.025778,0.015278,0.038026,-0.0448,-0.0900,0.0080,-0.01,0.000007
0.7240,0.025733,0.015188,0.038033,-0.0453,-0.0900,0.0073,-0.01,0.000007
0.7250,0.025687,0.015098,0.038040,-0.0457,-0.0901,0.0065,-0.01,0.000007
0.7260,0.025641,0.015008,0.038045,-0.0461,-0.0901,0.0058,-0.01,0.000007
0.7270,0.025595,0.014918,0.038050,-0.0466,-0.0901,0.0050,-0.01,0.000007
0.7280,0.025548,0.014828,0.038055,-0.0470,-0.0901,0.0042,-0.01,0.000007
0.7290,0.025500,0.014738,0.038058,-0.0474,-0.0901,0.0035,-0.01,0.000007
0.7300,0.025452,0.014648,0.038061,-0.0479,-0.0900,0.0027,-0.01,0.000007
0.7310,0.025404,0.014558,0.038063,-0.0483,-0.0900,0.0019,-0.01,0.000007
0.7320,0.025355,0.014468,0.038064,-0.0487,-0.0900,0.0011,-0.01,0.000007
0.7330,0.025306,0.014378,0.038064,-0.0491,-0.0900,0.0003,-0.01,0.000007
0.7340,0.025257,0.014288,0.038064,-0.0496,-0.0900,-0.0004,-0.01,0.000007
0.7350,0.025207,0.014198,0.038062,-0.0500,-0.0899,-0.0012,-0.01,0.000007
0.7360,0.025156,0.014108,0.038060,-0.0504,-0.0899,-0.0021,-0.01,0.000007
0.7370,0.025105,0.014018,0.038057,-0.0508,-0.0899,-0.0029,-0.01,0.000007
0.7380,0.025054,0.013928,0.038054,-0.0513,-0.0898,-0.0037,-0.01,0.000007
0.7390,0.025002,0.013839,0.038049,-0.0517,-0.0898,-0.0045,-0.01,0.000007
0.7400,0.024950,0.013749,0.038044,-0.0521,-0.0897,-0.0053,-0.01,0.000007
0.7410,0.024898,0.013659,0.038038,-0.0525,-0.0897,-0.0061,-0.01,0.000007
0.7420,0.024845,0.013570,0.038031,-0.0529,-0.0896,-0.0070,-0.01,0.000007
0.7430,0.024792,0.013480,0.038023,-0.0533,-0.0896,-0.0078,-0.01,0.000007
0.7440,0.024738,0.013391,0.038014,-0.0538,-0.0895,-0.0087,-0.01,0.000007
0.7450,0.024684,0.013301,0.038005,-0.0542,-0.0894,-0.0095,-0.01,0.000007
0.7460,0.024629,0.013212,0.037995,-0.0546,-0.0894,-0.0104,-0.01,0.000007
0.7470,0.024574,0.013123,0.037983,-0.0550,-0.0893,-0.0112,-0.01,0.000007
0.7480,0.024519,0.013033,0.037971,-0.0554,-0.0892,-0.0121,-0.01,0.000007
0.7490,0.024463,0.012944,0.037958,-0.0558,-0.0891,-0.0130,-0.01,0.000007
0.7500,0.024407,0.012855,0.037944,-0.0562,-0.0891,-0.0138,-0.01,0.000007
0.7510,0.024350,0.012766,0.037930,-0.0566,-0.0890,-0.0147,-0.01,0.000007
0.7520,0.024293,0.012677,0.037914,-0.0570,-0.0889,-0.0156,-0.01,0.000007
0.7530,0.024235,0.012588,0.037898,-0.0575,-0.0888,-0.0165,-0.01,0.000007
0.7540,0.024178,0.012500,0.037880,-0.0579,-0.0887,-0.0173,-0.01,0.000007
0.7550,0.024119,0.012411,0.037862,-0.0583,-0.0886,-0.0182,-0.01,0.000007
0.7560,0.024061,0.012323,0.037843,-0.0587,-0.0885,-0.0191,-0.01,0.000007
0.7570,0.024002,0.012234,0.037823,-0.0591,-0.0884,-0.0200,-0.01,0.000007
0.7580,0.023942,0.012146,0.037802,-0.0595,-0.0883,-0.0209,-0.01,0.000007
0.7590,0.023882,0.012058,0.037780,-0.0599,-0.0882,-0.0218,-0.01,0.000007
0.7600,0.023822,0.011970,0.037757,-0.0603,-0.0881,-0.0227,-0.01,0.000007
0.7610,0.023761,0.011882,0.037734,-0.0607,-0.0879,-0.0236,-0.01,0.000007
0.7620,0.023700,0.011794,0.037709,-0.0611,-0.0878,-0.0246,-0.01,0.000007
0.7630,0.023639,0.011706,0.037684,-0.0615,-0.0877,-0.0255,-0.01,0.000007
0.7640,0.023577,0.011619,0.037657,-0.0619,-0.0876,-0.0264,-0.01,0.000007
0.7650,0.023515,0.011531,0.037630,-0.0622,-0.0874,-0.0273,-0.01,0.000007
0.7660,0.023452,0.011444,0.037602,-0.0626,-0.0873,-0.0283,-0.01,0.000007
0.7670,0.023389,0.011357,0.037573,-0.0630,-0.0872,-0.0292,-0.01,0.000007
0.7680,0.023326,0.011270,0.037543,-0.0634,-0.0870,-0.0301,-0.01,0.000007
0.7690,0.023262,0.011183,0.037511,-0.0638,-0.0869,-0.0311,-0.01,0.000007
0.7700,0.023198,0.011096,0.037479,-0.0642,-0.0868,-0.0320,-0.01,0.000007
0.7710,0.023133,0.011010,0.037447,-0.0646,-0.0866,-0.0329,-0.01,0.000007
0.7720,0.023068,0.010923,0.037413,-0.0650,-0.0865,-0.0339,-0.01,0.000007
0.7730,0.023003,0.010837,0.037378,-0.0654,-0.0863,-0.0348,-0.01,0.000007
0.7740,0.022937,0.010751,0.037342,-0.0657,-0.0862,-0.0358,-0.01,0.000007
0.7750,0.022871,0.010665,0.037305,-0.0661,-0.0860,-0.0367,-0.01,0.000007
0.7760,0.022804,0.010579,0.037268,-0.0665,-0.0859,-0.0377,-0.01,0.000007
0.7770,0.022737,0.010493,0.037229,-0.0669,-0.0857,-0.0387,-0.01,0.000007
0.7780,0.022670,0.010408,0.037189,-0.0673,-0.0855,-0.0396,-0.01,0.000007
0.7790,0.022602,0.010322,0.037149,-0.0676,-0.0854,-0.0406,-0.01,0.000007
0.7800,0.022534,0.010237,0.037107,-0.0680,-0.0852,-0.0415,-0.01,0.000007
0.7810,0.022466,0.010152,0.037065,-0.0684,-0.0850,-0.0425,-0.01,0.000007
0.7820,0.022397,0.010067,0.037021,-0.0688,-0.0849,-0.0435,-0.01,0.000007
0.7830,0.022328,0.009982,0.036977,-0.0691,-0.0847,-0.0444,-0.01,0.000007
0.7840,0.022259,0.009898,0.036931,-0.0695,-0.0845,-0.0454,-0.01,0.000007
0.7850,0.022189,0.009814,0.036885,-0.0699,-0.0843,-0.0464,-0.01,0.000007
0.7860,0.022118,0.009729,0.036838,-0.0703,-0.0842,-0.0474,-0.01,0.000007
0.7870,0.022048,0.009645,0.036789,-0.0706,-0.0840,-0.0484,-0.01,0.000007
0.7880,0.021977,0.009562,0.036740,-0.0710,-0.0838,-0.0493,-0.01,0.000007
0.7890,0.021906,0.009478,0.036690,-0.0714,-0.0836,-0.0503,-0.01,0.000007
0.7900,0.021834,0.009395,0.036638,-0.0717,-0.0834,-0.0513,-0.01,0.000007
0.7910,0.021762,0.009311,0.036586,-0.0721,-0.0832,-0.0523,-0.01,0.000007
0.7920,0.021689,0.009228,0.036533,-0.0724,-0.0830,-0.0533,-0.01,0.000007
0.7930,0.021616,0.009146,0.036478,-0.0728,-0.0828,-0.0543,-0.01,0.000007
0.7940,0.021543,0.009063,0.036423,-0.0732,-0.0826,-0.0553,-0.01,0.000007
0.7950,0.021470,0.008980,0.036367,-0.0735,-0.0824,-0.0562,-0.01,0.000007
0.7960,0.021396,0.008898,0.036310,-0.0739,-0.0822,-0.0572,-0.01,0.000007
0.7970,0.021322,0.008816,0.036251,-0.0742,-0.0820,-0.0582,-0.01,0.000007
0.7980,0.021247,0.008734,0.036192,-0.0746,-0.0818,-0.0592,-0.01,0.000007
0.7990,0.021172,0.008653,0.036132,-0.0749,-0.0816,-0.0602,-0.01,0.000007
0.8000,0.021097,0.008571,0.036071,-0.0753,-0.0814,-0.0612,-0.01,0.000007
0.8010,0.021021,0.008490,0.036009,-0.0756,-0.0812,-0.0622,-0.01,0.000007
0.8020,0.020945,0.008409,0.035945,-0.0760,-0.0810,-0.0632,-0.01,0.000007
0.8030,0.020869,0.008328,0.035881,-0.0763,-0.0808,-0.0642,-0.01,0.000007
0.8040,0.020792,0.008248,0.035816,-0.0767,-0.0806,-0.0652,-0.01,0.000007
0.8050,0.020715,0.008168,0.035750,-0.0770,-0.0803,-0.0662,-0.01,0.000007
0.8060,0.020638,0.008087,0.035682,-0.0774,-0.0801,-0.0672,-0.01,0.000007
0.8070,0.020560,0.008007,0.035614,-0.0777,-0.0799,-0.0682,-0.01,0.000007
0.8080,0.020482,0.007928,0.035545,-0.0781,-0.0797,-0.0692,-0.01,0.000007
0.8090,0.020404,0.007848,0.035475,-0.0784,-0.0795,-0.0703,-0.01,0.000007
0.8100,0.020325,0.007769,0.035403,-0.0787,-0.0792,-0.0713,-0.01,0.000007
0.8110,0.020246,0.007690,0.035331,-0.0791,-0.0790,-0.0723,-0.01,0.000007
0.8120,0.020166,0.007611,0.035258,-0.0794,-0.0788,-0.0733,-0.01,0.000007
0.8130,0.020087,0.007533,0.035184,-0.0797,-0.0785,-0.0743,-0.01,0.000007
0.8140,0.020007,0.007454,0.035108,-0.0801,-0.0783,-0.0753,-0.01,0.000007
0.8150,0.019926,0.007376,0.035032,-0.0804,-0.0781,-0.0763,-0.01,0.000007
0.8160,0.019846,0.007299,0.034955,-0.0807,-0.0779,-0.0773,-0.01,0.000007
0.8170,0.019764,0.007221,0.034876,-0.0811,-0.0776,-0.0783,-0.01,0.000007
0.8180,0.019683,0.007144,0.034797,-0.0814,-0.0774,-0.0793,-0.01,0.000007
0.8190,0.019601,0.007066,0.034717,-0.0817,-0.0771,-0.0803,-0.01,0.000007
0.8200,0.019519,0.006989,0.034635,-0.0820,-0.0769,-0.0813,-0.01,0.000007
0.8210,0.019437,0.006913,0.034553,-0.0824,-0.0767,-0.0823,-0.01,0.000007
0.8220,0.019354,0.006836,0.034470,-0.0827,-0.0764,-0.0833,-0.01,0.000007
0.8230,0.019271,0.006760,0.034385,-0.0830,-0.0762,-0.0844,-0.01,0.000007
0.8240,0.019188,0.006684,0.034300,-0.0833,-0.0759,-0.0854,-0.01,0.000007
0.8250,0.019104,0.006609,0.034214,-0.0836,-0.0757,-0.0864,-0.01,0.000007
0.8260,0.019020,0.006533,0.034126,-0.0840,-0.0754,-0.0874,-0.01,0.000007
0.8270,0.018936,0.006458,0.034038,-0.0843,-0.0752,-0.0884,-0.01,0.000007
0.8280,0.018851,0.006383,0.033948,-0.0846,-0.0749,-0.0894,-0.01,0.000007
0.8290,0.018767,0.006308,0.033858,-0.0849,-0.0747,-0.0904,-0.01,0.000007
0.8300,0.018681,0.006234,0.033767,-0.0852,-0.0744,-0.0914,-0.01,0.000007
0.8310,0.018596,0.006160,0.033674,-0.0855,-0.0742,-0.0924,-0.01,0.000007
0.8320,0.018510,0.006086,0.033581,-0.0858,-0.0739,-0.0934,-0.01,0.000007
0.8330,0.018424,0.006012,0.033486,-0.0861,-0.0737,-0.0944,-0.01,0.000007
0.8340,0.018337,0.005939,0.033391,-0.0864,-0.0734,-0.0954,-0.01,0.000007
0.8350,0.018251,0.005866,0.033295,-0.0867,-0.0732,-0.0964,-0.01,0.000007
0.8360,0.018164,0.005793,0.033197,-0.0870,-0.0729,-0.0974,-0.01,0.000007
0.8370,0.018076,0.005720,0.033099,-0.0873,-0.0726,-0.0984,-0.01,0.000007
0.8380,0.017989,0.005648,0.032999,-0.0876,-0.0724,-0.0994,-0.01,0.000007
0.8390,0.017901,0.005575,0.032899,-0.0879,-0.0721,-0.1004,-0.01,0.000007
0.8400,0.017812,0.005504,0.032797,-0.0882,-0.0719,-0.1014,-0.01,0.000007
0.8410,0.017724,0.005432,0.032695,-0.0885,-0.0716,-0.1024,-0.01,0.000007
0.8420,0.017635,0.005361,0.032592,-0.0888,-0.0713,-0.1034,-0.01,0.000007
0.8430,0.017546,0.005290,0.032487,-0.0891,-0.0711,-0.1044,-0.01,0.000007
0.8440,0.017457,0.005219,0.032382,-0.0894,-0.0708,-0.1054,-0.01,0.000007
0.8450,0.017367,0.005148,0.032275,-0.0897,-0.0705,-0.1064,-0.01,0.000007
0.8460,0.017277,0.005078,0.032168,-0.0900,-0.0703,-0.1074,-0.01,0.000007
0.8470,0.017187,0.005008,0.032060,-0.0903,-0.0700,-0.1084,-0.01,0.000007
0.8480,0.017096,0.004938,0.031950,-0.0905,-0.0697,-0.1094,-0.01,0.000007
0.8490,0.017005,0.004869,0.031840,-0.0908,-0.0695,-0.1103,-0.01,0.000007
0.8500,0.016914,0.004800,0.031729,-0.0911,-0.0692,-0.1113,-0.01,0.000007
0.8510,0.016823,0.004731,0.031616,-0.0914,-0.0689,-0.1123,-0.01,0.000007
0.8520,0.016731,0.004662,0.031503,-0.0917,-0.0687,-0.1133,-0.01,0.000007
0.8530,0.016639,0.004594,0.031389,-0.0919,-0.0684,-0.1143,-0.01,0.000007
0.8540,0.016547,0.004525,0.031274,-0.0922,-0.0681,-0.1153,-0.01,0.000007
0.8550,0.016455,0.004458,0.031157,-0.0925,-0.0678,-0.1162,-0.01,0.000007
0.8560,0.016362,0.004390,0.031040,-0.0928,-0.0676,-0.1172,-0.01,0.000007
0.8570,0.016269,0.004323,0.030922,-0.0930,-0.0673,-0.1182,-0.01,0.000007
0.8580,0.016175,0.004256,0.030803,-0.0933,-0.0670,-0.1192,-0.01,0.000007
0.8590,0.016082,0.004189,0.030683,-0.0936,-0.0667,-0.1201,-0.01,0.000007
0.8600,0.015988,0.004123,0.030561,-0.0938,-0.0665,-0.1211,-0.01,0.000007
0.8610,0.015894,0.004056,0.030439,-0.0941,-0.0662,-0.1221,-0.01,0.000007
0.8620,0.015800,0.003991,0.030316,-0.0943,-0.0659,-0.1230,-0.01,0.000007
0.8630,0.015705,0.003925,0.030192,-0.0946,-0.0656,-0.1240,-0.01,0.000007
0.8640,0.015610,0.003860,0.030067,-0.0949,-0.0653,-0.1250,-0.01,0.000007
0.8650,0.015515,0.003794,0.029942,-0.0951,-0.0651,-0.1259,-0.01,0.000007
0.8660,0.015420,0.003730,0.029815,-0.0954,-0.0648,-0.1269,-0.01,0.000007
0.8670,0.015324,0.003665,0.029687,-0.0956,-0.0645,-0.1278,-0.01,0.000007
0.8680,0.015228,0.003601,0.029558,-0.0959,-0.0642,-0.1288,-0.01,0.000007
0.8690,0.015132,0.003537,0.029428,-0.0961,-0.0639,-0.1297,-0.01,0.000007
0.8700,0.015036,0.003473,0.029298,-0.0964,-0.0637,-0.1307,-0.01,0.000007
0.8710,0.014939,0.003410,0.029166,-0.0966,-0.0634,-0.1316,-0.01,0.000007
0.8720,0.014842,0.003347,0.029034,-0.0969,-0.0631,-0.1326,-0.01,0.000007
0.8730,0.014745,0.003284,0.028900,-0.0971,-0.0628,-0.1335,-0.01,0.000007
0.8740,0.014648,0.003221,0.028766,-0.0974,-0.0625,-0.1344,-0.01,0.000007
0.8750,0.014550,0.003159,0.028630,-0.0976,-0.0623,-0.1354,-0.01,0.000007
0.8760,0.014452,0.003097,0.028494,-0.0978,-0.0620,-0.1363,-0.01,0.000007
0.8770,0.014354,0.003036,0.028357,-0.0981,-0.0617,-0.1372,-0.01,0.000007
0.8780,0.014256,0.002974,0.028218,-0.0983,-0.0614,-0.1382,-0.01,0.000007
0.8790,0.014157,0.002913,0.028079,-0.0985,-0.0611,-0.1391,-0.01,0.000007
0.8800,0.014059,0.002852,0.027939,-0.0988,-0.0608,-0.1400,-0.01,0.000007
0.8810,0.013960,0.002792,0.027798,-0.0990,-0.0606,-0.1409,-0.01,0.000007
0.8820,0.013860,0.002731,0.027657,-0.0992,-0.0603,-0.1418,-0.01,0.000007
0.8830,0.013761,0.002671,0.027514,-0.0995,-0.0600,-0.1428,-0.01,0.000007
0.8840,0.013661,0.002612,0.027370,-0.0997,-0.0597,-0.1437,-0.01,0.000007
0.8850,0.013561,0.002552,0.027226,-0.0999,-0.0594,-0.1446,-0.01,0.000007
0.8860,0.013461,0.002493,0.027080,-0.1001,-0.0591,-0.1455,-0.01,0.000007
