t,phi,alpha,theta,phi_dot,alpha_dot,theta_dot,tau,x_roll
0.0010,0.000000,-0.000000,0.150098,0.0000,0.0000,0.0000,2.20,0.000000
0.0020,-0.000109,-0.000000,0.150098,-0.1089,0.0000,0.0000,2.20,0.000000
0.0030,-0.000326,-0.000722,0.150614,-0.2172,-0.7222,0.5164,2.20,0.000000
0.0040,-0.000651,-0.002163,0.151644,-0.3250,-1.4405,1.0298,2.20,0.000001
0.0050,-0.001083,-0.004317,0.153184,-0.4323,-2.1546,1.5397,2.09,0.000001
0.0060,-0.001617,-0.007182,0.155230,-0.5334,-2.8646,2.0456,1.79,0.000001
0.0070,-0.002236,-0.010715,0.157750,-0.6195,-3.5329,2.5209,1.47,0.000001
0.0080,-0.002925,-0.014816,0.160675,-0.6889,-4.1008,2.9245,1.17,0.000001
0.0090,-0.003668,-0.019374,0.163925,-0.7430,-4.5589,3.2501,0.90,0.000001
0.0100,-0.004452,-0.024290,0.167428,-0.7836,-4.9153,3.5034,0.68,0.000001
0.0110,-0.005264,-0.029473,0.171123,-0.8128,-5.1831,3.6941,0.49,0.000001
0.0120,-0.006097,-0.034849,0.174955,-0.8326,-5.3760,3.8319,0.33,0.000001
0.0130,-0.006941,-0.040355,0.178880,-0.8444,-5.5067,3.9259,0.21,0.000001
0.0140,-0.007791,-0.045941,0.182864,-0.8499,-5.5860,3.9837,0.10,0.000001
0.0150,-0.008641,-0.051565,0.186876,-0.8501,-5.6234,4.0123,0.01,0.000001
0.0160,-0.009487,-0.057192,0.190894,-0.8461,-5.6270,4.0172,-0.06,0.000001
0.0170,-0.010326,-0.062795,0.194897,-0.8387,-5.6033,4.0032,-0.11,0.000002
0.0180,-0.011155,-0.068353,0.198871,-0.8287,-5.5580,3.9742,-0.16,0.000002
0.0190,-0.011971,-0.073849,0.202804,-0.8166,-5.4958,3.9334,-0.19,0.000002
0.0200,-0.012774,-0.079269,0.206688,-0.8029,-5.4204,3.8836,-0.22,0.000003
0.0210,-0.013562,-0.084604,0.210515,-0.7881,-5.3350,3.8270,-0.24,0.000003
0.0220,-0.014335,-0.089847,0.214280,-0.7724,-5.2422,3.7652,-0.26,0.000003
0.0230,-0.015091,-0.094991,0.217980,-0.7561,-5.1440,3.6997,-0.28,0.000004
0.0240,-0.015830,-0.100033,0.221612,-0.7394,-5.0421,3.6316,-0.29,0.000004
0.0250,-0.016553,-0.104970,0.225173,-0.7225,-4.9377,3.5618,-0.30,0.000004
0.0260,-0.017258,-0.109802,0.228664,-0.7055,-4.8320,3.4911,-0.30,0.000005
0.0270,-0.017947,-0.114528,0.232084,-0.6885,-4.7257,3.4199,-0.31,0.000005
0.0280,-0.018618,-0.119147,0.235433,-0.6715,-4.6195,3.3486,-0.31,0.000005
0.0290,-0.019273,-0.123661,0.238711,-0.6548,-4.5138,3.2777,-0.31,0.000005
0.0300,-0.019911,-0.128070,0.241918,-0.6382,-4.4091,3.2074,-0.31,0.000006
0.0310,-0.020533,-0.132376,0.245056,-0.6218,-4.3056,3.1377,-0.32,0.000006
0.0320,-0.021139,-0.136579,0.248125,-0.6056,-4.2034,3.0689,-0.32,0.000006
0.0330,-0.021729,-0.140682,0.251126,-0.5898,-4.1028,3.0010,-0.32,0.000006
0.0340,-0.022303,-0.144686,0.254060,-0.5742,-4.0039,2.9341,-0.32,0.000006
0.0350,-0.022862,-0.148593,0.256928,-0.5588,-3.9066,2.8682,-0.32,0.000007
0.0360,-0.023405,-0.152404,0.259731,-0.5438,-3.8111,2.8033,-0.32,0.000007
0.0370,-0.023934,-0.156121,0.262471,-0.5290,-3.7172,2.7395,-0.32,0.000007
0.0380,-0.024449,-0.159746,0.265147,-0.5146,-3.6251,2.6766,-0.32,0.000007
0.0390,-0.024949,-0.163281,0.267762,-0.5004,-3.5347,2.6148,-0.32,0.000007
0.0400,-0.025436,-0.166727,0.270316,-0.4864,-3.4459,2.5539,-0.32,0.000007
0.0410,-0.025908,-0.170085,0.272810,-0.4727,-3.3588,2.4940,-0.32,0.000007
0.0420,-0.026368,-0.173359,0.275245,-0.4593,-3.2733,2.4350,-0.32,0.000007
0.0430,-0.026814,-0.176548,0.277622,-0.4462,-3.1893,2.3768,-0.32,0.000007
0.0440,-0.027247,-0.179655,0.279941,-0.4333,-3.1068,2.3196,-0.32,0.000008
0.0450,-0.027668,-0.182681,0.282204,-0.4206,-3.0258,2.2631,-0.32,0.000008
0.0460,-0.028076,-0.185627,0.284412,-0.4082,-2.9462,2.2074,-0.32,0.000008
0.0470,-0.028472,-0.188495,0.286564,-0.3959,-2.8679,2.1525,-0.32,0.000008
0.0480,-0.028856,-0.191286,0.288663,-0.3839,-2.7910,2.0983,-0.32,0.000008
0.0490,-0.029228,-0.194001,0.290707,-0.3722,-2.7154,2.0448,-0.32,0.000008
0.0500,-0.029589,-0.196642,0.292699,-0.3606,-2.6410,1.9920,-0.32,0.000008
0.0510,-0.029938,-0.199210,0.294639,-0.3492,-2.5678,1.9398,-0.32,0.000008
0.0520,-0.030276,-0.201706,0.296527,-0.3380,-2.4957,1.8883,-0.33,0.000008
0.0530,-0.030603,-0.204131,0.298365,-0.3270,-2.4248,1.8373,-0.33,0.000008
0.0540,-0.030919,-0.206485,0.300152,-0.3162,-2.3550,1.7869,-0.33,0.000008
0.0550,-0.031225,-0.208772,0.301889,-0.3056,-2.2862,1.7371,-0.33,0.000008
0.0560,-0.031520,-0.210990,0.303577,-0.2951,-2.2184,1.6878,-0.33,0.000008
0.0570,-0.031805,-0.213142,0.305216,-0.2848,-2.1517,1.6391,-0.33,0.000008
0.0580,-0.032079,-0.215228,0.306806,-0.2747,-2.0859,1.5908,-0.33,0.000008
0.0590,-0.032344,-0.217249,0.308349,-0.2648,-2.0210,1.5430,-0.33,0.000008
0.0600,-0.032599,-0.219206,0.309845,-0.2549,-1.9571,1.4957,-0.33,0.000009
0.0610,-0.032844,-0.221100,0.311294,-0.2453,-1.8940,1.4489,-0.33,0.000009
0.0620,-0.033080,-0.222932,0.312697,-0.2358,-1.8319,1.4025,-0.33,0.000009
0.0630,-0.033307,-0.224702,0.314053,-0.2264,-1.7706,1.3566,-0.33,0.000009
0.0640,-0.033524,-0.226412,0.315364,-0.2172,-1.7101,1.3111,-0.33,0.000009
0.0650,-0.033732,-0.228063,0.316630,-0.2081,-1.6504,1.2660,-0.33,0.000009
0.0660,-0.033931,-0.229654,0.317852,-0.1992,-1.5915,1.2214,-0.33,0.000009
0.0670,-0.034121,-0.231188,0.319029,-0.1904,-1.5334,1.1771,-0.33,0.000009
0.0680,-0.034303,-0.232664,0.320162,-0.1817,-1.4760,1.1333,-0.33,0.000009
0.0690,-0.034476,-0.234083,0.321252,-0.1731,-1.4195,1.0898,-0.33,0.000009
0.0700,-0.034641,-0.235447,0.322299,-0.1647,-1.3636,1.0467,-0.33,0.000009
0.0710,-0.034797,-0.236755,0.323303,-0.1564,-1.3085,1.0041,-0.33,0.000009
0.0720,-0.034946,-0.238009,0.324264,-0.1482,-1.2541,0.9618,-0.33,0.000009
0.0730,-0.035086,-0.239210,0.325184,-0.1401,-1.2004,0.9199,-0.33,0.000009
0.0740,-0.035218,-0.240357,0.326063,-0.1322,-1.1473,0.8784,-0.33,0.000009
0.0750,-0.035342,-0.241452,0.326900,-0.1244,-1.0950,0.8372,-0.33,0.000009
0.0760,-0.035459,-0.242495,0.327696,-0.1166,-1.0434,0.7964,-0.33,0.000009
0.0770,-0.035568,-0.243488,0.328452,-0.1090,-0.9924,0.7561,-0.33,0.000009
0.0780,-0.035670,-0.244430,0.329168,-0.1015,-0.9421,0.7160,-0.33,0.000009
0.0790,-0.035764,-0.245322,0.329845,-0.0942,-0.8924,0.6764,-0.33,0.000009
0.0800,-0.035851,-0.246165,0.330482,-0.0869,-0.8434,0.6371,-0.33,0.000009
0.0810,-0.035930,-0.246961,0.331080,-0.0797,-0.7950,0.5983,-0.33,0.000009
0.0820,-0.036003,-0.247708,0.331640,-0.0726,-0.7473,0.5598,-0.33,0.000009
0.0830,-0.036069,-0.248408,0.332162,-0.0657,-0.7003,0.5217,-0.33,0.000009
0.0840,-0.036127,-0.249062,0.332646,-0.0588,-0.6538,0.4839,-0.32,0.000009
0.0850,-0.036179,-0.249670,0.333092,-0.0521,-0.6080,0.4466,-0.32,0.000009
0.0860,-0.036225,-0.250233,0.333502,-0.0454,-0.5628,0.4096,-0.32,0.000009
0.0870,-0.036264,-0.250751,0.333875,-0.0389,-0.5183,0.3730,-0.32,0.000009
0.0880,-0.036296,-0.251225,0.334212,-0.0324,-0.4744,0.3368,-0.32,0.000009
0.0890,-0.036322,-0.251657,0.334513,-0.0261,-0.4311,0.3011,-0.32,0.000009
0.0900,-0.036342,-0.252045,0.334778,-0.0198,-0.3884,0.2657,-0.32,0.000009
0.0910,-0.036356,-0.252391,0.335009,-0.0136,-0.3463,0.2307,-0.32,0.000009
0.0920,-0.036363,-0.252696,0.335205,-0.0076,-0.3049,0.1961,-0.32,0.000009
0.0930,-0.036365,-0.252960,0.335367,-0.0016,-0.2640,0.1619,-0.31,0.000009
0.0940,-0.036361,-0.253184,0.335495,0.0042,-0.2238,0.1282,-0.31,0.000009
0.0950,-0.036351,-0.253368,0.335590,0.0100,-0.1842,0.0948,-0.31,0.000009
0.0960,-0.036335,-0.253513,0.335652,0.0157,-0.1453,0.0619,-0.31,0.000009
0.0970,-0.036314,-0.253620,0.335681,0.0213,-0.1069,0.0293,-0.31,0.000009
0.0980,-0.036287,-0.253690,0.335678,0.0268,-0.0691,-0.0028,-0.31,0.000009
0.0990,-0.036255,-0.253722,0.335644,0.0321,-0.0320,-0.0344,-0.30,0.000009
0.1000,-0.036217,-0.253717,0.335578,0.0374,0.0045,-0.0657,-0.30,0.000009
0.1010,-0.036175,-0.253677,0.335482,0.0426,0.0404,-0.0965,-0.30,0.000009
0.1020,-0.036127,-0.253601,0.335355,0.0478,0.0757,-0.1269,-0.30,0.000009
0.1030,-0.036074,-0.253490,0.335198,0.0528,0.1104,-0.1568,-0.30,0.000009
0.1040,-0.036016,-0.253346,0.335012,0.0577,0.1445,-0.1863,-0.29,0.000009
0.1050,-0.035954,-0.253168,0.334796,0.0625,0.1779,-0.2154,-0.29,0.000008
0.1060,-0.035887,-0.252957,0.334552,0.0673,0.2108,-0.2440,-0.29,0.000008
0.1070,-0.035815,-0.252714,0.334280,0.0719,0.2430,-0.2722,-0.29,0.000008
0.1080,-0.035738,-0.252440,0.333980,0.0765,0.2746,-0.2999,-0.29,0.000008
0.1090,-0.035657,-0.252134,0.333653,0.0810,0.3057,-0.3272,-0.28,0.000008
0.1100,-0.035572,-0.251798,0.333299,0.0853,0.3361,-0.3540,-0.28,0.000008
0.1110,-0.035482,-0.251432,0.332919,0.0896,0.3659,-0.3804,-0.28,0.000008
0.1120,-0.035388,-0.251037,0.332512,0.0938,0.3951,-0.4063,-0.28,0.000008
0.1130,-0.035291,-0.250613,0.332081,0.0979,0.4237,-0.4318,-0.27,0.000008
0.1140,-0.035189,-0.250162,0.331624,0.1020,0.4517,-0.4568,-0.27,0.000008
0.1150,-0.035083,-0.249683,0.331143,0.1059,0.4791,-0.4813,-0.27,0.000008
0.1160,-0.034973,-0.249177,0.330637,0.1098,0.5059,-0.5054,-0.27,0.000008
0.1170,-0.034859,-0.248645,0.330108,0.1135,0.5321,-0.5290,-0.26,0.000008
0.1180,-0.034742,-0.248087,0.329556,0.1172,0.5577,-0.5522,-0.26,0.000008
0.1190,-0.034621,-0.247504,0.328981,0.1208,0.5827,-0.5750,-0.26,0.000008
0.1200,-0.034497,-0.246897,0.328384,0.1243,0.6071,-0.5972,-0.26,0.000008
0.1210,-0.034369,-0.246266,0.327765,0.1277,0.6310,-0.6190,-0.25,0.000008
0.1220,-0.034238,-0.245612,0.327124,0.1311,0.6543,-0.6404,-0.25,0.000008
0.1230,-0.034104,-0.244935,0.326463,0.1343,0.6770,-0.6613,-0.25,0.000008
0.1240,-0.033967,-0.244236,0.325781,0.1375,0.6991,-0.6818,-0.25,0.000008
0.1250,-0.033826,-0.243515,0.325079,0.1406,0.7206,-0.7018,-0.24,0.000008
0.1260,-0.033682,-0.242773,0.324358,0.1436,0.7416,-0.7214,-0.24,0.000008
0.1270,-0.033536,-0.242011,0.323618,0.1465,0.7621,-0.7405,-0.24,0.000008
0.1280,-0.033386,-0.241229,0.322858,0.1494,0.7819,-0.7592,-0.24,0.000008
0.1290,-0.033234,-0.240428,0.322081,0.1521,0.8013,-0.7774,-0.23,0.000008
0.1300,-0.033080,-0.239608,0.321286,0.1548,0.8201,-0.7952,-0.23,0.000008
0.1310,-0.032922,-0.238770,0.320473,0.1575,0.8383,-0.8126,-0.23,0.000008
0.1320,-0.032762,-0.237914,0.319644,0.1600,0.8560,-0.8295,-0.23,0.000008
0.1330,-0.032600,-0.237041,0.318798,0.1625,0.8732,-0.8461,-0.22,0.000008
0.1340,-0.032435,-0.236151,0.317935,0.1649,0.8899,-0.8622,-0.22,0.000008
0.1350,-0.032267,-0.235245,0.317058,0.1672,0.9060,-0.8779,-0.22,0.000008
0.1360,-0.032098,-0.234323,0.316164,0.1695,0.9217,-0.8931,-0.22,0.000008
0.1370,-0.031926,-0.233386,0.315256,0.1716,0.9368,-0.9080,-0.21,0.000007
0.1380,-0.031753,-0.232435,0.314334,0.1737,0.9515,-0.9224,-0.21,0.000007
0.1390,-0.031577,-0.231469,0.313397,0.1758,0.9656,-0.9365,-0.21,0.000007
0.1400,-0.031399,-0.230490,0.312447,0.1778,0.9793,-0.9502,-0.21,0.000007
0.1410,-0.031219,-0.229497,0.311484,0.1797,0.9925,-0.9634,-0.20,0.000007
0.1420,-0.031038,-0.228492,0.310508,0.1815,1.0053,-0.9763,-0.20,0.000007
0.1430,-0.030855,-0.227475,0.309519,0.1833,1.0175,-0.9888,-0.20,0.000007
0.1440,-0.030670,-0.226445,0.308518,0.1850,1.0294,-1.0010,-0.20,0.000007
0.1450,-0.030483,-0.225404,0.307505,0.1867,1.0408,-1.0127,-0.20,0.000007
0.1460,-0.030295,-0.224353,0.306481,0.1883,1.0517,-1.0242,-0.19,0.000007
0.1470,-0.030105,-0.223290,0.305446,0.1898,1.0623,-1.0352,-0.19,0.000007
0.1480,-0.029914,-0.222218,0.304400,0.1913,1.0724,-1.0459,-0.19,0.000007
0.1490,-0.029721,-0.221136,0.303343,0.1927,1.0821,-1.0562,-0.19,0.000007
0.1500,-0.029527,-0.220045,0.302277,0.1941,1.0914,-1.0662,-0.18,0.000007
0.1510,-0.029331,-0.218944,0.301201,0.1954,1.1003,-1.0759,-0.18,0.000007
0.1520,-0.029135,-0.217836,0.300116,0.1966,1.1088,-1.0853,-0.18,0.000007
0.1530,-0.028937,-0.216719,0.299022,0.1978,1.1169,-1.0943,-0.18,0.000007
0.1540,-0.028738,-0.215594,0.297919,0.1990,1.1247,-1.1030,-0.18,0.000007
0.1550,-0.028538,-0.214462,0.296807,0.2001,1.1321,-1.1114,-0.17,0.000007
0.1560,-0.028337,-0.213323,0.295688,0.2011,1.1391,-1.1195,-0.17,0.000007
0.1570,-0.028135,-0.212177,0.294561,0.2021,1.1458,-1.1272,-0.17,0.000007
0.1580,-0.027932,-0.211025,0.293426,0.2031,1.1522,-1.1347,-0.17,0.000007
0.1590,-0.027728,-0.209866,0.292284,0.2040,1.1582,-1.1419,-0.17,0.000007
0.1600,-0.027523,-0.208703,0.291135,0.2049,1.1640,-1.1489,-0.17,0.000007
0.1610,-0.027317,-0.207533,0.289980,0.2057,1.1693,-1.1555,-0.16,0.000007
0.1620,-0.027111,-0.206359,0.288818,0.2065,1.1744,-1.1619,-0.16,0.000007
0.1630,-0.026904,-0.205180,0.287650,0.2072,1.1792,-1.1680,-0.16,0.000007
0.1640,-0.026696,-0.203996,0.286476,0.2079,1.1837,-1.1738,-0.16,0.000007
0.1650,-0.026487,-0.202808,0.285296,0.2086,1.1879,-1.1794,-0.16,0.000007
0.1660,-0.026278,-0.201616,0.284112,0.2092,1.1919,-1.1848,-0.16,0.000007
0.1670,-0.026068,-0.200421,0.282922,0.2098,1.1955,-1.1899,-0.15,0.000007
0.1680,-0.025858,-0.199222,0.281727,0.2103,1.1989,-1.1948,-0.15,0.000007
0.1690,-0.025647,-0.198020,0.280528,0.2108,1.2021,-1.1994,-0.15,0.000007
0.1700,-0.025436,-0.196815,0.279324,0.2113,1.2050,-1.2038,-0.15,0.000007
0.1710,-0.025224,-0.195607,0.278116,0.2117,1.2076,-1.2080,-0.15,0.000007
0.1720,-0.025012,-0.194397,0.276904,0.2122,1.2100,-1.2119,-0.15,0.000007
0.1730,-0.024799,-0.193185,0.275688,0.2125,1.2122,-1.2157,-0.14,0.000007
0.1740,-0.024586,-0.191971,0.274469,0.2129,1.2142,-1.2193,-0.14,0.000007
0.1750,-0.024373,-0.190755,0.273246,0.2132,1.2159,-1.2226,-0.14,0.000007
0.1760,-0.024160,-0.189537,0.272021,0.2135,1.2175,-1.2257,-0.14,0.000007
0.1770,-0.023946,-0.188318,0.270792,0.2138,1.2188,-1.2287,-0.14,0.000007
0.1780,-0.023732,-0.187098,0.269560,0.2140,1.2199,-1.2315,-0.14,0.000007
0.1790,-0.023518,-0.185878,0.268326,0.2143,1.2209,-1.2341,-0.14,0.000007
0.1800,-0.023303,-0.184656,0.267090,0.2144,1.2216,-1.2365,-0.13,0.000007
0.1810,-0.023088,-0.183434,0.265851,0.2146,1.2222,-1.2387,-0.13,0.000007
0.1820,-0.022874,-0.182211,0.264610,0.2148,1.2226,-1.2407,-0.13,0.000007
0.1830,-0.022659,-0.180988,0.263368,0.2149,1.2228,-1.2426,-0.13,0.000007
0.1840,-0.022444,-0.179765,0.262123,0.2150,1.2229,-1.2444,-0.13,0.000007
0.1850,-0.022229,-0.178543,0.260878,0.2150,1.2228,-1.2459,-0.13,0.000007
0.1860,-0.022014,-0.177320,0.259630,0.2151,1.2226,-1.2473,-0.13,0.000007
0.1870,-0.021799,-0.176098,0.258382,0.2151,1.2222,-1.2486,-0.13,0.000007
0.1880,-0.021583,-0.174876,0.257132,0.2152,1.2216,-1.2497,-0.12,0.000007
0.1890,-0.021368,-0.173655,0.255881,0.2152,1.2209,-1.2507,-0.12,0.000007
0.1900,-0.021153,-0.172435,0.254630,0.2151,1.2201,-1.2515,-0.12,0.000007
0.1910,-0.020938,-0.171216,0.253377,0.2151,1.2192,-1.2522,-0.12,0.000007
0.1920,-0.020723,-0.169998,0.252125,0.2150,1.2181,-1.2528,-0.12,0.000007
0.1930,-0.020508,-0.168781,0.250871,0.2150,1.2169,-1.2532,-0.12,0.000007
0.1940,-0.020293,-0.167566,0.249618,0.2149,1.2155,-1.2535,-0.12,0.000007
0.1950,-0.020078,-0.166351,0.248364,0.2148,1.2141,-1.2537,-0.12,0.000007
0.1960,-0.019864,-0.165139,0.247111,0.2147,1.2125,-1.2537,-0.12,0.000007
0.1970,-0.019649,-0.163928,0.245857,0.2145,1.2109,-1.2536,-0.11,0.000006
0.1980,-0.019435,-0.162719,0.244603,0.2144,1.2091,-1.2535,-0.11,0.000006
0.1990,-0.019221,-0.161512,0.243350,0.2142,1.2072,-1.2532,-0.11,0.000006
0.2000,-0.019006,-0.160307,0.242098,0.2141,1.2052,-1.2528,-0.11,0.000006
0.2010,-0.018793,-0.159103,0.240845,0.2139,1.2031,-1.2522,-0.11,0.000006
0.2020,-0.018579,-0.157902,0.239594,0.2137,1.2010,-1.2516,-0.11,0.000006
0.2030,-0.018365,-0.156704,0.238343,0.2135,1.1987,-1.2509,-0.11,0.000006
0.2040,-0.018152,-0.155507,0.237093,0.2133,1.1964,-1.2501,-0.11,0.000006
0.2050,-0.017939,-0.154313,0.235844,0.2130,1.1940,-1.2491,-0.11,0.000006
0.2060,-0.017726,-0.153122,0.234596,0.2128,1.1914,-1.2481,-0.11,0.000006
0.2070,-0.017514,-0.151933,0.233349,0.2125,1.1889,-1.2470,-0.10,0.000006
0.2080,-0.017302,-0.150747,0.232103,0.2123,1.1862,-1.2458,-0.10,0.000006
0.2090,-0.017089,-0.149563,0.230858,0.2120,1.1835,-1.2445,-0.10,0.000006
0.2100,-0.016878,-0.148383,0.229615,0.2117,1.1806,-1.2431,-0.10,0.000006
0.2110,-0.016666,-0.147205,0.228374,0.2114,1.1778,-1.2416,-0.10,0.000006
0.2120,-0.016455,-0.146030,0.227134,0.2111,1.1748,-1.2401,-0.10,0.000006
0.2130,-0.016244,-0.144858,0.225895,0.2108,1.1718,-1.2384,-0.10,0.000006
0.2140,-0.016034,-0.143690,0.224658,0.2105,1.1687,-1.2367,-0.10,0.000006
0.2150,-0.015824,-0.142524,0.223424,0.2102,1.1656,-1.2349,-0.10,0.000006
0.2160,-0.015614,-0.141362,0.222190,0.2099,1.1624,-1.2330,-0.10,0.000006
0.2170,-0.015404,-0.140203,0.220959,0.2096,1.1591,-1.2311,-0.10,0.000006
0.2180,-0.015195,-0.139047,0.219730,0.2092,1.1558,-1.2291,-0.10,0.000006
0.2190,-0.014986,-0.137894,0.218503,0.2089,1.1525,-1.2270,-0.09,0.000006
0.2200,-0.014778,-0.136745,0.217279,0.2085,1.1491,-1.2248,-0.09,0.000006
0.2210,-0.014569,-0.135600,0.216056,0.2081,1.1456,-1.2226,-0.09,0.000006
0.2220,-0.014362,-0.134457,0.214836,0.2078,1.1421,-1.2203,-0.09,0.000006
0.2230,-0.014154,-0.133319,0.213618,0.2074,1.1386,-1.2179,-0.09,0.000006
0.2240,-0.013947,-0.132184,0.212402,0.2070,1.1350,-1.2155,-0.09,0.000006
0.2250,-0.013741,-0.131053,0.211189,0.2066,1.1313,-1.2130,-0.09,0.000006
0.2260,-0.013534,-0.129925,0.209979,0.2063,1.1276,-1.2104,-0.09,0.000006
0.2270,-0.013328,-0.128801,0.208771,0.2059,1.1239,-1.2078,-0.09,0.000006
0.2280,-0.013123,-0.127681,0.207566,0.2055,1.1202,-1.2052,-0.09,0.000006
0.2290,-0.012918,-0.126565,0.206364,0.2051,1.1164,-1.2024,-0.09,0.000006
0.2300,-0.012713,-0.125452,0.205164,0.2047,1.1125,-1.1996,-0.09,0.000006
0.2310,-0.012509,-0.124343,0.203967,0.2042,1.1086,-1.1968,-0.08,0.000006
0.2320,-0.012305,-0.123239,0.202773,0.2038,1.1047,-1.1939,-0.08,0.000006
0.2330,-0.012102,-0.122138,0.201582,0.2034,1.1008,-1.1910,-0.08,0.000006
0.2340,-0.011899,-0.121041,0.200394,0.2030,1.0968,-1.1880,-0.08,0.000006
0.2350,-0.011696,-0.119948,0.199209,0.2026,1.0928,-1.1849,-0.08,0.000006
0.2360,-0.011494,-0.118859,0.198028,0.2021,1.0888,-1.1818,-0.08,0.000006
0.2370,-0.011292,-0.117775,0.196849,0.2017,1.0848,-1.1787,-0.08,0.000006
0.2380,-0.011091,-0.116694,0.195673,0.2013,1.0807,-1.1755,-0.08,0.000006
0.2390,-0.010890,-0.115617,0.194501,0.2008,1.0766,-1.1722,-0.08,0.000006
0.2400,-0.010690,-0.114545,0.193332,0.2004,1.0724,-1.1689,-0.08,0.000006
0.2410,-0.010490,-0.113477,0.192167,0.1999,1.0683,-1.1656,-0.08,0.000006
0.2420,-0.010291,-0.112413,0.191004,0.1995,1.0641,-1.1622,-0.08,0.000006
0.2430,-0.010092,-0.111353,0.189846,0.1990,1.0599,-1.1588,-0.08,0.000006
0.2440,-0.009893,-0.110297,0.188690,0.1986,1.0556,-1.1554,-0.08,0.000006
0.2450,-0.009695,-0.109246,0.187538,0.1981,1.0514,-1.1519,-0.07,0.000006
0.2460,-0.009497,-0.108199,0.186390,0.1976,1.0471,-1.1483,-0.07,0.000006
0.2470,-0.009300,-0.107156,0.185245,0.1972,1.0428,-1.1447,-0.07,0.000006
0.2480,-0.009103,-0.106117,0.184104,0.1967,1.0385,-1.1411,-0.07,0.000006
0.2490,-0.008907,-0.105083,0.182967,0.1962,1.0342,-1.1375,-0.07,0.000006
0.2500,-0.008711,-0.104053,0.181833,0.1958,1.0299,-1.1338,-0.07,0.000006
0.2510,-0.008516,-0.103028,0.180703,0.1953,1.0255,-1.1300,-0.07,0.000006
0.2520,-0.008321,-0.102007,0.179577,0.1948,1.0211,-1.1263,-0.07,0.000006
0.2530,-0.008127,-0.100990,0.178454,0.1943,1.0167,-1.1225,-0.07,0.000006
0.2540,-0.007933,-0.099978,0.177336,0.1939,1.0123,-1.1187,-0.07,0.000006
0.2550,-0.007740,-0.098970,0.176221,0.1934,1.0079,-1.1148,-0.07,0.000006
0.2560,-0.007547,-0.097966,0.175110,0.1929,1.0035,-1.1109,-0.07,0.000006
0.2570,-0.007354,-0.096967,0.174003,0.1924,0.9990,-1.1070,-0.07,0.000006
0.2580,-0.007162,-0.095973,0.172900,0.1919,0.9946,-1.1030,-0.07,0.000006
0.2590,-0.006971,-0.094983,0.171801,0.1914,0.9901,-1.0990,-0.07,0.000006
0.2600,-0.006780,-0.093997,0.170706,0.1909,0.9856,-1.0950,-0.07,0.000006
0.2610,-0.006590,-0.093016,0.169615,0.1905,0.9811,-1.0910,-0.06,0.000006
0.2620,-0.006400,-0.092039,0.168528,0.1900,0.9766,-1.0869,-0.06,0.000006
0.2630,-0.006210,-0.091067,0.167445,0.1895,0.9721,-1.0828,-0.06,0.000006
0.2640,-0.006021,-0.090099,0.166366,0.1890,0.9676,-1.0787,-0.06,0.000006
0.2650,-0.005833,-0.089136,0.165292,0.1885,0.9631,-1.0745,-0.06,0.000006
0.2660,-0.005645,-0.088178,0.164221,0.1880,0.9585,-1.0704,-0.06,0.000006
0.2670,-0.005457,-0.087224,0.163155,0.1875,0.9540,-1.0662,-0.06,0.000006
0.2680,-0.005270,-0.086274,0.162093,0.1870,0.9494,-1.0619,-0.06,0.000006
0.2690,-0.005084,-0.085330,0.161036,0.1865,0.9449,-1.0577,-0.06,0.000006
0.2700,-0.004898,-0.084389,0.159982,0.1860,0.9403,-1.0534,-0.06,0.000006
0.2710,-0.004712,-0.083453,0.158933,0.1855,0.9357,-1.0491,-0.06,0.000006
0.2720,-0.004527,-0.082522,0.157888,0.1850,0.9312,-1.0448,-0.06,0.000006
0.2730,-0.004343,-0.081596,0.156848,0.1845,0.9266,-1.0404,-0.06,0.000006
0.2740,-0.004159,-0.080674,0.155812,0.1840,0.9220,-1.0361,-0.06,0.000006
0.2750,-0.003976,-0.079756,0.154780,0.1835,0.9174,-1.0317,-0.06,0.000006
0.2760,-0.003793,-0.078843,0.153753,0.1829,0.9128,-1.0273,-0.06,0.000006
0.2770,-0.003610,-0.077935,0.152730,0.1824,0.9082,-1.0229,-0.05,0.000006
0.2780,-0.003428,-0.077032,0.151712,0.1819,0.9036,-1.0184,-0.05,0.000006
0.2790,-0.003247,-0.076133,0.150698,0.1814,0.8990,-1.0140,-0.05,0.000006
0.2800,-0.003066,-0.075238,0.149688,0.1809,0.8944,-1.0095,-0.05,0.000006
0.2810,-0.002885,-0.074348,0.148683,0.1804,0.8898,-1.0050,-0.05,0.000006
0.2820,-0.002706,-0.073463,0.147683,0.1799,0.8852,-1.0005,-0.05,0.000006
0.2830,-0.002526,-0.072582,0.146687,0.1794,0.8806,-0.9960,-0.05,0.000006
0.2840,-0.002347,-0.071706,0.145695,0.1789,0.8760,-0.9914,-0.05,0.000006
0.2850,-0.002169,-0.070835,0.144708,0.1783,0.8714,-0.9869,-0.05,0.000006
0.2860,-0.001991,-0.069968,0.143726,0.1778,0.8668,-0.9823,-0.05,0.000006
0.2870,-0.001814,-0.069106,0.142748,0.1773,0.8622,-0.9777,-0.05,0.000006
0.2880,-0.001637,-0.068249,0.141775,0.1768,0.8575,-0.9731,-0.05,0.000006
0.2890,-0.001461,-0.067396,0.140807,0.1763,0.8529,-0.9685,-0.05,0.000006
