t,phi,alpha,theta,phi_dot,alpha_dot,theta_dot,tau
3.500000000000002415e-02,-5.804820618426589918e-02,-1.770053522846461724e-01,3.452925828529629371e-01,-1.581719304100304813e+00,-5.117455508752463800e+00,5.719769910484176378e+00,-2.416184959172156255e-01
3.600000000000002504e-02,-5.959833757793144698e-02,-1.820334313180100860e-01,3.509216573262383121e-01,-1.550131393665549417e+00,-5.028079033285029809e+00,5.629074473268406820e+00,-2.463958665178811458e-01
3.700000000000002592e-02,-6.111691300975237440e-02,-1.869725310359017789e-01,3.564605066690928470e-01,-1.518575431820925026e+00,-4.939099717808928425e+00,5.538849342845861834e+00,-2.511048193093419201e-01
3.800000000000002681e-02,-6.260397692763358668e-02,-1.918230864251402601e-01,3.619096279827563323e-01,-1.487063917881206399e+00,-4.850555389151975483e+00,5.449121313652915966e+00,-2.557812276395257101e-01
3.900000000000002770e-02,-6.405958215130402866e-02,-1.965855551884876651e-01,3.672695295474034949e-01,-1.455605223670438209e+00,-4.762468763257352578e+00,5.359901564634927951e+00,-2.604532161520616285e-01
4.000000000000002859e-02,-6.548378658285614051e-02,-2.012604058228204817e-01,3.725407186053246722e-01,-1.424204431552105188e+00,-4.674850634239324343e+00,5.271189057907025521e+00,-2.651427284128864414e-01
4.100000000000002948e-02,-6.687665058826311459e-02,-2.058481082389797545e-01,3.777236918452159808e-01,-1.392864005406972749e+00,-4.587702416062692024e+00,5.182973239875630966e+00,-2.698667769575235909e-01
4.200000000000003036e-02,-6.823823491635742922e-02,-2.103491264071386813e-01,3.828189280325921540e-01,-1.361584328094316065e+00,-4.501018168059272462e+00,5.095236187358897162e+00,-2.746384395502694531e-01
4.300000000000003125e-02,-6.956859904856987908e-02,-2.147639126163226608e-01,3.878268823449461111e-01,-1.330364132212448425e+00,-4.414786209081602131e+00,5.007954312335214375e+00,-2.794676528302755258e-01
4.400000000000003214e-02,-7.086779989414755676e-02,-2.190929030202980743e-01,3.927479820607426286e-01,-1.299200845577678232e+00,-4.328990403870293768e+00,4.921099715776349193e+00,-2.843618442775648347e-01
4.500000000000003303e-02,-7.213589076267028222e-02,-2.233365142086223831e-01,3.975826233232662710e-01,-1.268090868522719683e+00,-4.243611188216689811e+00,4.834641262502085368e+00,-2.893264351598707762e-01
4.600000000000003392e-02,-7.337292055933844481e-02,-2.274951405946768757e-01,4.023311687575385487e-01,-1.237029796668164927e+00,-4.158626385944403481e+00,4.748545434249280106e+00,-2.943652404827048485e-01
4.700000000000003481e-02,-7.457893315941030443e-02,-2.315691524547260904e-01,4.069939457639898395e-01,-1.206012600071864505e+00,-4.074011859936968349e+00,4.662777006427528903e+00,-2.994807866609798808e-01
4.800000000000003569e-02,-7.575396692688286804e-02,-2.355588944856926437e-01,4.115712453487420652e-01,-1.175033767472560609e+00,-3.989742030852171162e+00,4.577299584727161808e+00,-3.046745633974738965e-01
4.900000000000003658e-02,-7.689805434948394913e-02,-2.394646847761529029e-01,4.160633213791349316e-01,-1.144087422601075987e+00,-3.905790290343901905e+00,4.492076030366687789e+00,-3.099472228904813775e-01
