t,phi,alpha,theta,phi_dot,alpha_dot,theta_dot,beta,delta_cmd,delta_actual,phase
23.6800,1225.822561,-2.571754,-2.541794,43.3595,39.5150,48.8390,-2.563583,0.000000,75.437111,4
23.6900,1226.247592,-2.148816,-2.101792,41.7738,45.6128,39.1297,-2.135991,0.000000,75.437669,4
23.7000,1226.687455,-1.712041,-1.725871,45.9864,40.2711,38.4013,-1.715813,0.000000,75.383389,4
23.7100,1227.129842,-1.300344,-1.330747,41.5831,44.3368,40.0545,-1.308636,0.000000,75.363151,4
23.7200,1227.539852,-0.856130,-0.895090,42.0014,41.6318,47.6140,-0.866755,0.000000,75.366873,4
23.7300,1227.959157,-0.451372,-0.406130,40.6972,42.6559,47.0018,-0.439033,0.000000,75.446005,4
23.7400,1228.370706,-0.004146,0.021034,43.3157,43.2876,40.5391,0.002721,0.000000,75.421402,4
23.7500,1228.822701,0.399680,0.415332,44.6776,40.9326,37.8570,0.403949,0.000000,75.409494,4
23.7600,1229.248120,0.844306,0.787878,42.1391,44.8521,39.1974,0.828917,0.000000,75.337908,4
23.7700,1229.678196,1.254457,1.237106,42.4558,39.7219,48.2902,1.249725,0.000000,75.389022,4
23.7800,1230.079419,1.691111,1.708750,39.6489,45.8305,45.6281,1.695922,0.000000,75.415772,4
23.7900,1230.507939,2.113185,2.156686,44.9734,39.4214,43.5076,2.125049,0.000000,75.445076,4
23.8000,1230.945699,2.538214,2.545834,42.5985,45.7557,35.6071,2.540292,0.000000,75.395316,4
23.8100,1231.384512,2.973279,2.924627,44.9958,40.1058,41.6790,2.960010,0.000000,75.352447,4
23.8200,1231.810754,-2.896097,-2.913457,39.9351,44.6742,45.3974,-2.900831,0.000000,75.381049,4
23.8300,1232.214277,-2.451464,-2.445348,42.3063,41.5099,48.3113,-2.449796,0.000000,75.412041,4
23.8400,1232.645146,-2.045012,-1.984620,42.3707,42.9892,41.9523,-2.028541,0.000000,75.455572,4
23.8500,1233.073018,-1.597368,-1.606260,44.5014,43.1134,36.9899,-1.599793,0.000000,75.384467,4
23.8600,1233.523850,-1.192674,-1.215094,43.5408,41.2537,40.3477,-1.198788,0.000000,75.374192,4
23.8700,1233.933906,-0.748395,-0.794503,40.5911,44.4888,44.8075,-0.760970,0.000000,75.354056,4
23.8800,1234.353273,-0.339202,-0.311096,42.0168,39.9785,48.9852,-0.331537,0.000000,75.434191,4
23.8900,1234.762686,0.097041,0.134042,41.3404,45.3225,40.8639,0.107132,0.000000,75.430663,4
23.9000,1235.205596,0.515549,0.529919,45.7375,39.4780,38.9846,0.519468,0.000000,75.411706,4
23.9100,1235.641291,0.941004,0.906417,41.7335,45.4143,37.5205,0.931572,0.000000,75.356147,4
23.9200,1236.064940,1.371535,1.329437,43.1003,39.9476,46.8965,1.360054,0.000000,75.364137,4
23.9300,1236.477879,1.786452,1.809077,39.5279,44.6870,46.6738,1.792622,0.000000,75.421785,4
23.9400,1236.890017,2.228189,2.257404,43.8568,41.2396,43.9463,2.236157,0.000000,75.430604,4
23.9500,1237.335377,2.635506,2.666992,43.4653,43.2348,37.4754,2.644093,0.000000,75.422405,4
23.9600,1237.765953,3.083244,3.033360,43.9919,42.9352,38.8523,3.069639,0.000000,75.346138,4
23.9700,1238.203497,-2.794736,-2.815066,41.8457,41.5407,45.7459,-2.800281,0.000000,75.381332,4
23.9800,1238.602864,-2.348371,-2.353713,40.3846,44.4889,46.8881,-2.349828,0.000000,75.396333,4
23.9900,1239.030607,-1.939053,-1.884313,43.4883,40.1635,44.9496,-1.924124,0.000000,75.456154,4
24.0000,1239.456112,-1.501123,-1.489055,42.7521,45.3325,36.3515,-1.497831,0.000000,75.401645,4
24.0100,1239.903002,-1.083157,-1.109652,45.1305,39.5473,40.0661,-1.090383,0.000000,75.372424,4
24.0200,1240.324761,-0.657180,-0.694831,40.0598,45.2736,42.8200,-0.667449,0.000000,75.358629,4
24.0300,1240.735323,-0.228537,-0.229527,42.3137,39.9073,49.1236,-0.228807,0.000000,75.406822,4
24.0400,1241.151369,0.186286,0.237478,40.7613,44.4443,42.8672,0.200247,0.000000,75.446458,4
24.0500,1241.578271,0.624354,0.635416,45.0246,41.0499,38.8910,0.627371,0.000000,75.407769,4
24.0600,1242.025856,1.031641,1.019231,42.9450,43.1120,37.6810,1.028257,0.000000,75.379617,4
24.0700,1242.443973,1.475644,1.419035,42.2556,42.6415,43.8280,1.460205,0.000000,75.344677,4
24.0800,1242.866212,1.881031,1.895617,40.9312,41.6263,48.3425,1.885009,0.000000,75.418274,4
24.0900,1243.269116,2.325832,2.351454,41.6336,44.2350,43.7529,2.332820,0.000000,75.423902,4
24.1000,1243.711892,2.735079,2.773362,44.8674,40.3375,39.9783,2.745520,0.000000,75.434782,4
24.1100,1244.143930,-3.109011,-3.140111,42.6789,45.3081,36.5206,-3.117493,0.000000,75.359378,4
24.1200,1244.581176,-2.691130,-2.727805,43.6094,39.6766,45.1273,-2.701132,0.000000,75.367282,4
24.1300,1244.989587,-2.262807,-2.266380,39.2854,45.4643,46.1236,-2.263781,0.000000,75.395350,4
24.1400,1245.403846,-1.833972,-1.800145,43.5051,39.9102,46.4792,-1.824747,0.000000,75.438426,4
24.1500,1245.835337,-1.417968,-1.378832,42.2864,44.5780,37.8138,-1.407295,0.000000,75.429422,4
24.1600,1246.270138,-0.979975,-1.010461,44.9871,40.9741,38.3927,-0.988289,0.000000,75.366416,4
24.1700,1246.707343,-0.572985,-0.600553,41.3395,43.0473,42.2919,-0.580504,0.000000,75.369397,4
24.1800,1247.110223,-0.130440,-0.154677,41.0936,42.5155,47.2732,-0.137050,0.000000,75.380096,4
24.1900,1247.530741,0.274234,0.324548,41.6715,41.4646,45.9062,0.287956,0.000000,75.451262,4
24.2000,1247.946992,0.715716,0.735779,42.9984,43.9661,38.5044,0.721188,0.000000,75.413376,4
24.2100,1248.396007,1.124505,1.120934,44.7978,40.2853,38.5405,1.123531,0.000000,75.392254,4
24.2200,1248.819380,1.560381,1.510317,41.2041,44.9485,40.7442,1.546728,0.000000,75.345203,4
24.2300,1249.240351,1.978059,1.967354,42.3004,39.8027,48.7909,1.975139,0.000000,75.396424,4
24.2400,1249.647207,2.405471,2.438298,40.0913,45.2343,44.5315,2.414424,0.000000,75.429812,4
24.2500,1250.075140,2.834018,2.864811,45.0183,40.0684,41.4498,2.842416,0.000000,75.430229,4
24.2600,1250.516911,-3.031815,-3.033093,42.6931,44.6323,36.3136,-3.032163,0.000000,75.388098,4
24.2700,1250.946225,-2.593600,-2.646319,43.7490,41.0485,42.5672,-2.607978,0.000000,75.348591,4
24.2800,1251.369394,-2.184890,-2.187995,40.1644,43.2523,46.5998,-2.185737,0.000000,75.397602,4
24.2900,1251.770395,-1.741324,-1.726344,41.8013,42.5205,46.2124,-1.737239,0.000000,75.417661,4
24.3000,1252.204590,-1.336403,-1.283750,43.2680,41.5269,40.9305,-1.322043,0.000000,75.448521,4
24.3100,1252.631763,-0.894507,-0.912274,43.4274,43.9548,36.3463,-0.899353,0.000000,75.373996,4
24.3200,1253.074929,-0.486464,-0.516242,43.4936,40.1603,42.0654,-0.494585,0.000000,75.370113,4
24.3300,1253.482616,-0.052291,-0.081283,39.7121,44.8180,45.0182,-0.060198,0.000000,75.370319,4
24.3400,1253.896712,0.364830,0.392786,42.4833,39.6903,47.9617,0.372454,0.000000,75.433846,4
24.3500,1254.314315,0.788742,0.829561,41.5181,44.8400,39.6368,0.799874,0.000000,75.433121,4
24.3600,1254.751403,1.216685,1.211783,45.3519,40.1490,38.4733,1.215348,0.000000,75.392069,4
24.3700,1255.189073,1.631464,1.600852,41.6641,44.1593,39.3530,1.623115,0.000000,75.362695,4
24.3800,1255.602860,2.068624,2.030524,42.1270,41.2759,46.8414,2.058233,0.000000,75.367016,4
24.3900,1256.019387,2.477610,2.511804,40.4725,43.0151,46.7279,2.486936,0.000000,75.434730,4
24.4000,1256.431388,2.920090,2.946203,43.2449,42.6821,41.6617,2.927212,0.000000,75.423847,4
24.4100,1256.878274,-2.956149,-2.936983,44.1588,41.6003,38.0072,-2.950922,0.000000,75.412583,4
24.4200,1257.305040,-2.514160,-2.563374,42.5836,44.0182,39.1353,-2.527582,0.000000,75.345718,4
24.4300,1257.734935,-2.104474,-2.122841,42.1200,40.3262,46.9183,-2.109483,0.000000,75.386060,4
24.4400,1258.135836,-1.669256,-1.658427,39.8054,44.8847,45.6746,-1.666303,0.000000,75.410133,4
24.4500,1258.559778,-1.251813,-1.208088,43.9821,39.6960,43.6335,-1.239888,0.000000,75.445059,4
24.4600,1258.990707,-0.828135,-0.815953,42.3781,44.8328,36.0929,-0.824813,0.000000,75.401373,4
24.4700,1259.426535,-0.400391,-0.440060,44.4473,40.0623,40.4295,-0.411210,0.000000,75.359904,4
24.4800,1259.850152,0.012009,-0.011120,40.0825,43.8790,44.0224,0.005701,0.000000,75.374970,4
24.4900,1260.252490,0.448560,0.447860,41.6443,41.3164,47.6244,0.448369,0.000000,75.404624,4
24.5000,1260.675344,0.854839,0.908630,41.8173,42.4785,42.7551,0.869510,0.000000,75.450609,4
24.5100,1261.098806,1.295086,1.297013,43.9022,42.8453,37.5082,1.295611,0.000000,75.395665,4
24.5200,1261.545545,1.701712,1.683612,43.6311,41.1772,39.4218,1.696776,0.000000,75.377809,4
24.5300,1261.960162,2.140356,2.093700,40.9181,44.1137,43.5902,2.127632,0.000000,75.352454,4
24.5400,1262.378444,2.552484,2.566935,41.8097,40.3084,48.5994,2.556425,0.000000,75.420202,4
24.5500,1262.786812,2.985352,3.020184,41.1048,44.8157,42.3036,2.994852,0.000000,75.430338,4
24.5600,1263.223949,-2.877582,-2.856358,45.1593,39.9744,39.6037,-2.871793,0.000000,75.418666,4
24.5700,1263.659891,-2.453924,-2.478223,42.1224,44.7591,37.2061,-2.460551,0.000000,75.366594,4
24.5800,1264.084879,-2.024659,-2.067469,42.9922,40.3255,45.1302,-2.036334,0.000000,75.361275,4
24.5900,1264.498113,-1.611281,-1.599211,39.6300,43.8724,46.3952,-1.607989,0.000000,75.412015,4
24.6000,1264.904998,-1.174335,-1.147724,42.7646,41.3953,44.4507,-1.167078,0.000000,75.428283,4
24.6100,1265.341740,-0.768513,-0.730636,43.0818,42.3318,38.4011,-0.758183,0.000000,75.430726,4
24.6200,1265.768957,-0.328819,-0.364578,43.4436,42.8678,37.5711,-0.338571,0.000000,75.358593,4
24.6300,1266.204269,0.076281,0.049836,42.1690,40.8020,43.8106,0.069069,0.000000,75.374385,4
24.6400,1266.605236,0.512422,0.498241,39.8631,44.1404,45.9250,0.508554,0.000000,75.386673,4
24.6500,1267.023277,0.924282,0.966125,42.7286,39.9525,45.8869,0.935694,0.000000,75.444953,4
24.6600,1267.444497,1.352323,1.378150,42.1660,44.6500,37.7270,1.359367,0.000000,75.416896,4
24.6700,1267.884745,1.774460,1.755952,44.9651,40.0033,38.9976,1.769412,0.000000,75.379067,4
24.6800,1268.313314,2.193687,2.158510,40.8547,44.3582,41.3983,2.184094,0.000000,75.360304,4
24.6900,1268.723943,2.625464,2.607875,41.9470,40.7719,47.9632,2.620667,0.000000,75.388608,4
24.7000,1269.139227,3.037728,3.081169,40.7146,43.4733,44.7430,3.049576,0.000000,75.441598,4
24.7100,1269.559015,-2.807453,-2.787616,43.9942,41.8953,39.9113,-2.802043,0.000000,75.416563,4
24.7200,1270.004538,-2.399670,-2.399093,43.4794,42.1761,37.7111,-2.399512,0.000000,75.393495,4
24.7300,1270.425917,-1.960230,-2.011936,42.1375,43.1277,41.4789,-1.974332,0.000000,75.346475,4
24.7400,1270.848265,-1.552842,-1.554979,41.2630,40.8057,47.4792,-1.553425,0.000000,75.402062,4
24.7500,1271.248585,-1.117479,-1.096013,40.4656,44.1680,44.4587,-1.111625,0.000000,75.420239,4
24.7600,1271.678081,-0.704985,-0.664905,44.1222,39.8675,41.2995,-0.694054,0.000000,75.438790,4
24.7700,1272.108200,-0.279036,-0.287026,42.3218,44.5303,35.9943,-0.281215,0.000000,75.381917,4
24.7800,1272.540500,0.143085,0.101627,43.6408,39.8820,42.2258,0.131778,0.000000,75.359901,4
24.7900,1272.955388,0.558274,0.545076,39.5847,43.9931,45.0777,0.554674,0.000000,75.385877,4
24.8000,1273.359379,0.990511,1.005420,42.0641,40.8912,46.7290,0.994577,0.000000,75.419369,4
24.8100,1273.785463,1.398546,1.446749,42.1575,42.8120,40.5235,1.411692,0.000000,75.442652,4
24.8200,1274.212687,1.836439,1.823346,44.0606,42.3389,37.3917,1.832868,0.000000,75.381193,4
24.8300,1274.654335,2.243266,2.218151,42.7588,41.5474,40.8512,2.236417,0.000000,75.371991,4
24.8400,1275.063140,2.681040,2.645695,40.6552,43.6168,45.1833,2.671400,0.000000,75.365694,4
24.8500,1275.480032,3.091720,3.121154,41.7786,40.5899,47.5356,3.099747,0.000000,75.433573,4
24.8600,1275.892385,-2.758688,-2.726452,41.7825,44.3509,40.4423,-2.749897,0.000000,75.426466,4
24.8700,1276.332199,-2.341570,-2.333624,44.8996,40.0830,38.7765,-2.339403,0.000000,75.404554,4
24.8800,1276.762896,-1.917384,-1.951499,41.5947,44.4088,38.6628,-1.926688,0.000000,75.358856,4
24.8900,1277.181944,-1.492462,-1.523867,42.2841,40.2125,46.3908,-1.501027,0.000000,75.373740,4
24.9000,1277.591146,-1.078147,-1.054381,39.7158,43.7366,45.6872,-1.071666,0.000000,75.423107,4
24.9100,1278.002492,-0.645648,-0.616929,43.1829,41.0722,42.5809,-0.637816,0.000000,75.428687,4
24.9200,1278.440111,-0.239160,-0.216487,43.0015,42.4115,37.3966,-0.232977,0.000000,75.414771,4
24.9300,1278.865204,0.197390,0.153319,43.0047,42.4557,38.8642,0.185370,0.000000,75.352025,4
24.9400,1279.293446,0.602370,0.582124,41.4669,40.9857,45.0754,0.596848,0.000000,75.381610,4
24.9500,1279.692353,1.037208,1.036533,40.0514,43.7854,45.7910,1.037024,0.000000,75.400184,4
24.9600,1280.113455,1.448076,1.492486,43.0531,40.1052,44.0524,1.460188,0.000000,75.445481,4
24.9700,1280.538008,1.875995,1.889259,42.4277,44.4042,36.8515,1.879613,0.000000,75.403931,4
24.9800,1280.976593,2.296595,2.268640,44.4196,40.0678,39.8952,2.288971,0.000000,75.370547,4
24.9900,1281.399066,2.715984,2.685232,40.3669,44.1660,42.9511,2.707597,0.000000,75.366463,4
25.0000,1281.806918,-3.137466,-3.140589,41.8171,40.7407,47.8358,-3.138318,0.000000,75.402696,4
25.0100,1282.223897,-2.725248,-2.678601,41.1464,43.2802,43.1138,-2.712526,0.000000,75.443402,4
25.0200,1282.647127,-2.290092,-2.279368,44.0559,41.7590,38.7066,-2.287168,0.000000,75.406445,0
25.0300,1283.089332,-1.881871,-1.894281,42.9022,42.2590,38.1006,-1.885255,-0.011310,75.380904,1
25.0400,1283.502842,-1.438379,-1.503755,41.2617,43.9773,41.1837,-1.456209,-0.050405,75.331283,1
25.0500,1283.920526,-1.019212,-1.067454,41.3261,42.0088,43.8042,-1.032369,-0.117426,75.350729,1
25.0600,1284.326015,-0.570271,-0.664912,41.1010,45.9464,37.3589,-0.596082,-0.212372,75.294844,1
25.0700,1284.760364,-0.133207,-0.312516,44.5877,42.5116,33.4732,-0.182109,-0.335243,75.209196,1
25.0800,1285.194275,0.316928,0.000537,42.3511,47.2543,30.5532,0.230639,-0.486039,75.065187,1
25.0900,1285.621769,0.783217,0.331688,43.3443,45.2743,35.7321,0.660072,-0.664761,74.937908,1
25.1000,1286.051750,1.235925,0.706450,42.2869,46.3940,37.9414,1.091523,-0.866940,74.859834,1
25.1100,1286.476225,1.711703,1.079242,43.4281,47.5157,36.6223,1.539214,-1.051247,74.754945,1
25.1200,1286.928812,2.173291,1.436789,46.2897,45.4259,35.2172,1.972427,-1.207628,74.651445,1
25.1300,1287.387251,2.638809,1.794862,45.1541,47.9479,37.0031,2.408642,-1.336084,74.543501,1
25.1400,1287.839187,3.122066,2.192727,45.7811,47.6314,42.2079,2.868610,-1.436615,74.464308,1
25.1500,1288.307568,-2.707857,2.644135,47.1758,43.6014,47.5470,-1.248223,-1.509221,74.471635,1
25.1600,1288.762318,-2.266612,-3.141173,43.6712,45.5209,51.0417,-2.505129,-1.553902,74.528925,1
25.1700,1289.193059,-1.802637,-2.635121,43.6753,46.0119,49.2816,-2.029678,-1.570657,74.568776,1
25.1800,1289.647407,-1.357553,-2.178019,46.5035,43.8111,42.5133,-1.581317,-1.570796,74.575716,2
25.1900,1290.109545,-0.905515,-1.779736,45.6528,46.8336,38.6807,-1.143939,-1.570796,74.515574,2
25.2000,1290.566882,-0.431461,-1.379874,46.2782,46.8086,41.8712,-0.690119,-1.570796,74.445761,2
25.2100,1291.035010,0.018205,-0.929202,46.6466,43.8503,47.7299,-0.240178,-1.570796,74.455300,2
25.2200,1291.484521,0.462930,-0.426742,43.4850,45.4539,51.6595,0.220292,-1.570796,74.514680,2
25.2300,1291.917016,0.919719,0.084603,43.8516,45.1648,49.6315,0.691960,-1.570796,74.567205,2
25.2400,1292.368893,1.363243,0.543060,45.9947,44.2377,42.5195,1.139557,-1.570796,74.575492,2
25.2500,1292.829307,1.818404,0.941016,45.9472,46.6791,38.6547,1.579117,-1.570796,74.512677,2
25.2600,1293.291734,2.286915,1.341308,46.6454,46.3142,42.0373,2.029022,-1.570796,74.449174,2
25.2700,1293.758306,2.738232,1.797028,46.1851,44.4707,48.5165,2.481540,-1.570796,74.461692,2
25.2800,1294.205993,-3.097253,2.308439,43.6813,45.2018,52.4915,-1.622974,-1.570796,74.528007,2
25.2900,1294.641174,-2.645069,2.823358,43.9188,44.9741,49.5034,-1.153680,-1.570796,74.587370,2
25.3000,1295.090657,-2.196379,-3.007908,45.7258,45.0838,41.5418,-2.417705,-1.570796,74.582316,2
25.3100,1295.553169,-1.738158,-2.620390,46.5202,46.3942,37.6669,-1.978767,-1.570796,74.507256,2
25.3200,1296.019075,-1.272845,-2.227299,46.5578,46.3504,41.6125,-1.533151,-1.570796,74.439816,2
25.3300,1296.480950,-0.816470,-1.771882,45.7051,45.0070,48.7364,-1.077037,-1.570796,74.447299,2
25.3400,1296.928578,-0.371066,-1.258081,43.9654,44.3867,52.6364,-0.612979,-1.570796,74.519448,2
25.3500,1297.363384,0.075727,-0.744200,43.4701,45.0066,49.2210,-0.147889,-1.570796,74.581721,2
25.3600,1297.807737,0.528423,-0.295656,45.4769,45.3498,41.2088,0.303674,-1.570796,74.569300,2
25.3700,1298.273096,0.982226,0.088985,47.0274,45.5527,37.4333,0.738615,-1.570796,74.496868,2
25.3800,1298.739843,1.443925,0.482019,46.2075,46.6049,41.8782,1.181587,-1.559487,74.432330,3
25.3900,1299.198209,1.904613,0.943936,45.6476,45.1315,49.6359,1.642610,-1.520391,74.442992,3
25.4000,1299.649139,2.344246,1.467323,44.3314,43.5545,53.5496,2.105085,-1.453371,74.531183,3
25.4100,1300.083444,2.788291,1.989434,43.3469,44.8566,50.3276,2.570421,-1.358425,74.604419,3
25.4200,1300.531306,-3.058632,2.464881,46.0390,42.2698,45.5375,-1.552220,-1.235553,74.641790,3
25.4300,1300.992641,-2.642514,2.914572,45.4113,41.8371,45.5204,-1.126945,-1.084757,74.676003,3
25.4400,1301.432707,-2.220039,-2.883147,43.2579,41.6953,51.7772,-2.400886,-0.906035,74.746443,3
25.4500,1301.863336,-1.830692,-2.321168,42.6061,36.8211,59.2931,-1.964458,-0.703856,74.930787,3
25.4600,1302.266264,-1.447095,-1.731376,38.3992,41.2818,56.4828,-1.524626,-0.519550,75.127577,3
25.4700,1302.666109,-1.029250,-1.217021,42.8633,39.6728,47.6890,-1.080460,-0.363168,75.218535,3
25.4800,1303.117133,-0.655924,-0.781691,44.8784,38.1555,39.9386,-0.690224,-0.234712,75.272617,3
25.4900,1303.544086,-0.236072,-0.397685,42.0212,42.7565,40.1235,-0.280149,-0.134181,75.235718,3
25.5000,1303.968869,0.153898,0.070834,41.6744,37.3443,51.5334,0.131244,-0.061575,75.329341,3
25.5100,1304.354713,0.570399,0.584328,37.3758,44.8079,49.7292,0.574198,-0.016895,75.416707,3
25.5200,1304.763575,0.987928,1.059534,43.9601,38.4769,44.9949,1.007457,-0.000140,75.475568,3
25.5300,1305.201757,1.396933,1.439640,42.8353,44.6893,32.1666,1.408580,0.000000,75.427050,4
25.5400,1305.641004,1.834165,1.763196,45.3290,40.2114,36.0545,1.814810,0.000000,75.325148,4
25.5500,1306.072838,2.231902,2.181156,39.8165,42.6278,45.1394,2.218062,0.000000,75.349565,4
25.5600,1306.455450,2.676537,2.664216,39.3539,42.5882,51.1097,2.673177,0.000000,75.395823,4
25.5700,1306.870060,3.074246,-3.118087,41.8301,40.6215,45.9014,1.385428,0.000000,75.491902,4
25.5800,1307.291197,-2.768231,-2.737887,43.7370,44.2897,33.5185,-2.759955,0.000000,75.418269,4
25.5900,1307.749451,-2.363335,-2.396819,45.5047,39.3169,35.5684,-2.372467,0.000000,75.360801,4
25.6000,1308.167434,-1.932762,-2.012134,39.6074,44.9772,42.2529,-1.954409,0.000000,75.317710,4
25.6100,1308.569661,-1.517731,-1.522577,40.6409,38.8846,52.8467,-1.519053,0.000000,75.407330,4
25.6200,1308.964093,-1.099647,-1.026877,39.1407,44.8215,44.7659,-1.079801,0.000000,75.469630,4
25.6300,1309.390206,-0.673054,-0.626768,45.6663,39.3902,37.1782,-0.660430,0.000000,75.442198,4
25.6400,1309.840644,-0.268617,-0.286205,43.0287,43.6370,32.1481,-0.273414,0.000000,75.368552,4
25.6500,1310.261925,0.169213,0.076551,42.4561,41.0287,42.3248,0.143942,0.000000,75.309276,4
25.6600,1310.672989,0.564546,0.560902,38.7124,41.5093,50.5750,0.563552,0.000000,75.402498,4
25.6700,1311.053698,1.007427,1.047862,39.9802,43.3969,47.0282,1.018455,0.000000,75.442835,4
25.6800,1311.488435,1.404864,1.483543,44.5858,39.4072,39.0479,1.426322,0.000000,75.474431,4
25.6900,1311.922122,1.840759,1.815390,43.2259,45.1712,31.1504,1.833840,0.000000,75.359872,4
25.7000,1312.366439,2.251583,2.181556,44.0873,38.5873,42.0191,2.232485,0.000000,75.332390,4
25.7100,1312.768153,2.672778,2.639066,37.5769,45.2934,47.9077,2.663584,0.000000,75.367488,4
25.7200,1313.161895,3.100216,3.140911,41.7150,39.3504,50.8008,3.111314,0.000000,75.450247,4
25.7300,1313.583337,-2.775393,-2.693080,41.8395,43.9701,38.3550,-2.752944,0.000000,75.472930,4
25.7400,1314.020225,-2.337607,-2.353099,45.8462,40.9680,33.4688,-2.341833,0.000000,75.376434,4
25.7500,1314.469210,-1.937472,-1.991618,42.2251,42.1496,38.3860,-1.952239,0.000000,75.340087,4
25.7600,1314.867850,-1.497473,-1.560160,39.6771,42.6378,48.2142,-1.514569,0.000000,75.343090,4
25.7700,1315.270971,-1.097989,-1.045228,39.8779,40.4417,50.7756,-1.083600,0.000000,75.459570,4
25.7800,1315.670787,-0.661757,-0.600437,41.7316,43.9912,39.6407,-0.645033,0.000000,75.455093,4
25.7900,1316.120009,-0.257200,-0.234479,45.8749,39.1220,34.5058,-0.251004,0.000000,75.415426,4
25.8000,1316.553370,0.169622,0.101283,41.5905,44.8216,35.0779,0.150984,0.000000,75.321421,4
25.8100,1316.971434,0.585898,0.526523,41.7029,38.8105,48.6536,0.569705,0.000000,75.349668,4
25.8200,1317.363357,0.998996,1.028439,37.5200,44.5893,48.9974,1.007026,0.000000,75.431150,4
25.8300,1317.765313,1.430820,1.490849,43.4689,39.9286,43.9438,1.447192,0.000000,75.462187,4
25.8400,1318.209523,1.831287,1.876131,43.5659,42.9526,33.4254,1.843517,0.000000,75.431808,4
25.8500,1318.642915,2.273567,2.201570,44.2174,42.0914,35.5252,2.253932,0.000000,75.321885,4
25.8600,1319.076377,2.670463,2.623101,40.8248,40.8182,46.2089,2.657546,0.000000,75.355834,4
25.8700,1319.459507,3.111814,3.105203,38.4931,44.1580,49.7338,3.110011,0.000000,75.398250,4
25.8800,1319.873358,-2.767273,-2.685942,42.7509,39.3419,46.1700,-2.745092,0.000000,75.484494,4
25.8900,1320.297716,-2.336922,-2.301225,42.9120,44.9727,33.2949,-2.327187,0.000000,75.422071,4
25.9000,1320.748254,-1.920742,-1.963098,45.6836,39.0309,36.0975,-1.932294,0.000000,75.353527,4
25.9100,1321.171530,-1.504170,-1.569234,39.4603,44.4985,42.3939,-1.521914,0.000000,75.331753,4
25.9200,1321.566470,-1.076952,-1.090481,40.4404,39.7809,51.7819,-1.080642,0.000000,75.397447,4
25.9300,1321.968615,-0.671259,-0.593280,39.7183,43.2855,45.2222,-0.649992,0.000000,75.476249,4
25.9400,1322.387591,-0.236650,-0.198634,44.6677,41.1419,36.3288,-0.226282,0.000000,75.431782,4
25.9500,1322.840893,0.162508,0.147756,43.8997,41.6316,33.5994,0.158485,0.000000,75.374665,4
25.9600,1323.258996,0.600274,0.512353,41.3449,42.8713,41.3234,0.576295,0.000000,75.311007,4
25.9700,1323.670221,0.999852,0.992446,39.8318,39.9259,51.1122,0.997832,0.000000,75.401235,4
25.9800,1324.054836,1.434334,1.480465,39.2351,44.5103,46.1107,1.446915,0.000000,75.445916,4
25.9900,1324.484908,1.843167,1.908795,45.1014,38.8987,39.4253,1.861066,0.000000,75.463073,4
26.0000,1324.923954,2.266136,2.250922,42.8468,45.0794,31.6262,2.261987,0.000000,75.369766,4
26.0100,1325.359975,2.690120,2.613342,43.9281,39.2452,41.8652,2.669180,0.000000,75.325580,4
26.0200,1325.768962,3.098955,3.076821,38.0532,44.0849,48.2418,3.092918,0.000000,75.379865,4
26.0300,1326.157021,-2.747190,-2.714705,41.1265,40.8518,49.4630,-2.738331,0.000000,75.439765,4
26.0400,1326.583748,-2.347273,-2.264330,42.6110,42.1146,39.3070,-2.324652,0.000000,75.476109,4
26.0500,1327.015032,-1.906957,-1.923878,44.6130,42.7567,32.7977,-1.911572,0.000000,75.372632,4
26.0600,1327.463777,-1.507048,-1.559991,43.1281,40.2860,39.4729,-1.521487,0.000000,75.344354,4
26.0700,1327.862697,-1.072802,-1.128023,38.7328,44.0264,46.9493,-1.087862,0.000000,75.347442,4
26.0800,1328.263319,-0.665559,-0.622942,40.7169,39.3074,50.8913,-0.653936,0.000000,75.451346,4
26.0900,1328.667700,-0.241696,-0.173701,41.0730,44.3823,39.4406,-0.223152,0.000000,75.460443,4
26.1000,1329.108587,0.175713,0.187420,45.9011,39.2649,34.7646,0.178906,0.000000,75.405385,4
26.1100,1329.548261,0.588436,0.533527,41.6872,43.9843,35.6396,0.573461,0.000000,75.335383,4
26.1200,1329.958979,1.016883,0.950727,41.2679,40.1629,47.6244,0.998840,0.000000,75.341158,4
26.1300,1330.358578,1.420265,1.454438,38.4115,42.8379,49.6264,1.429585,0.000000,75.437795,4
26.1400,1330.755869,1.857922,1.911933,42.4705,41.8431,42.8786,1.872652,0.000000,75.453460,4
26.1500,1331.202103,2.256901,2.300084,44.5076,41.0540,34.8176,2.268678,0.000000,75.433504,4
26.1600,1331.633778,2.696193,2.630519,43.0856,43.7443,34.8519,2.678282,0.000000,75.325556,4
26.1700,1332.065033,3.099601,3.048540,41.7388,39.5009,46.7264,3.085675,0.000000,75.354453,4
26.1800,1332.452752,-2.752718,-2.750848,37.8772,44.8849,48.8279,-2.752208,0.000000,75.404400,4
26.1900,1332.861039,-2.337130,-2.269081,43.0922,39.0485,46.1098,-2.318571,0.000000,75.472297,4
26.2000,1333.290672,-1.920874,-1.876073,42.6152,44.4869,33.8133,-1.908656,0.000000,75.431374,4
26.2100,1333.731677,-1.492610,-1.542074,45.2574,39.8846,35.7874,-1.506101,0.000000,75.345992,4
26.2200,1334.161298,-1.088578,-1.142576,40.0234,42.9723,42.8486,-1.103304,0.000000,75.344113,4
